fifa_version,player_positions,overall,potential,fifa_age,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name,age,fee,position,league
21.0,"CDM, CM",77,86,21,185,80,Arsenal,RES,2023.0,France,,Right,3,3,1,Medium/High,Lean (185+),,Long Passer (AI),73.0,63.0,76.0,75.0,72.0,75.0,67,56,67,79,55,75,72,67,80,77,71,75,73,75,70,74,68,79,72,68,78,73,67,79,62,77.0,72,73,70,6,13,6,13,11,,69+2,69+2,69+2,72,72,72,72,72,74+2,74+2,74+2,74+2,76+2,76+2,76+2,74+2,74+2,76+2,76+2,76+2,74+2,73+2,73+2,73+2,73+2,73+2,18+2,Mattéo Guendouzi,21.0,1000000.0,Central Midfield,1 Bundesliga
21.0,"RM, LM, ST",77,85,21,175,69,Club Brugge,RM,2024.0,Senegal,,Right,4,3,1,High/Medium,Lean (170-185),"#Speedster, #Acrobat",Speed Dribbler (AI),94.0,70.0,67.0,81.0,47.0,68.0,68,71,62,69,56,83,62,42,66,78,92,95,91,72,77,75,94,88,60,70,57,48,68,69,59,73.0,55,32,50,10,8,11,11,12,,73+2,73+2,73+2,77,75,75,75,77,75+2,75+2,75+2,76+2,69+2,69+2,69+2,76+2,66+2,60+2,60+2,60+2,66+2,64+2,55+2,55+2,55+2,64+2,17+2,Krépin Diatta,21.0,16700000.0,Right Winger,Ligue 1
21.0,"LM, ST",77,84,23,175,70,Monaco,LW,2024.0,Nigeria,,Right,4,4,2,High/Low,Normal (170-185),"#Speedster, #Acrobat","Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",90.0,73.0,67.0,82.0,34.0,56.0,69,75,57,70,69,84,70,45,63,78,91,90,90,72,82,71,91,75,44,73,53,18,76,67,65,70.0,37,38,25,12,9,9,6,11,,73+2,73+2,73+2,78,76,76,76,78,76+2,76+2,76+2,76+2,68+2,68+2,68+2,76+2,58+2,52+2,52+2,52+2,58+2,54+2,45+2,45+2,45+2,54+2,16+2,Henry Onyekuru,23.0,650000.0,Left Winger,Ligue 1
21.0,"RM, CM",77,83,23,173,70,Liverpool,RES,2023.0,Wales,SUB,Left,3,3,1,High/Medium,Lean (170-185),,"Long Shot Taker (AI), Outside Foot Shot",78.0,78.0,75.0,77.0,44.0,56.0,74,75,46,76,70,77,86,85,67,76,79,77,79,76,84,84,43,72,54,83,42,32,78,75,78,75.0,48,48,42,7,13,9,15,7,,73+2,73+2,73+2,77,76,76,76,77,76+2,76+2,76+2,76+2,71+2,71+2,71+2,76+2,62+2,59+2,59+2,59+2,62+2,59+2,50+2,50+2,50+2,59+2,18+2,Harry Wilson,23.0,1300000.0,Right Winger,Premier League
21.0,"RM, LM",77,82,24,180,80,Leicester City,RB,2025.0,Belgium,SUB,Right,3,3,1,Medium/High,Lean (170-185),,Early Crosser,81.0,57.0,71.0,76.0,76.0,68.0,79,60,66,75,40,77,58,33,70,76,83,79,71,78,66,62,70,85,60,52,68,79,77,69,27,68.0,78,75,72,14,9,15,10,15,,69+2,69+2,69+2,74,73,73,73,74,73+2,73+2,73+2,76+2,74+2,74+2,74+2,76+2,78+2,75+2,75+2,75+2,78+2,77+2,73+2,73+2,73+2,77+2,19+2,Timothy Castagne,24.0,24000000.0,Right-Back,Premier League
21.0,GK,77,82,26,189,80,Montpellier,GK,2025.0,Switzerland,SUB,Right,4,1,1,Medium/Medium,Lean (185+),,"Rushes Out Of Goal, Saves with Feet",,,,,,,24,17,24,45,15,27,21,16,35,31,49,51,32,74,51,55,75,35,72,18,19,25,17,48,27,57.0,20,21,24,77,75,73,75,79,50.0,35+2,35+2,35+2,34,36,36,36,34,37+2,37+2,37+2,36+2,37+2,37+2,37+2,36+2,34+2,35+2,35+2,35+2,34+2,33+2,33+2,33+2,33+2,33+2,76+2,Jonas Omlin,26.0,6000000.0,Goalkeeper,Ligue 1
21.0,"CDM, CM",77,82,23,184,74,Espanyol,RDM,2022.0,Spain,,Left,3,3,1,Medium/High,Lean (170-185),,Long Passer (AI),59.0,62.0,77.0,72.0,70.0,68.0,66,59,42,82,44,72,66,52,87,77,57,61,66,72,62,66,57,72,66,69,71,75,60,80,72,74.0,73,73,71,12,11,11,10,8,,63+2,63+2,63+2,69,69,69,69,69,73+2,73+2,73+2,71+2,76+2,76+2,76+2,71+2,72+2,76+2,76+2,76+2,72+2,70+2,69+2,69+2,69+2,70+2,17+2,Marc Roca,23.0,9000000.0,Defensive Midfield,1 Bundesliga
21.0,RB,77,81,24,180,71,Fulham,SUB,2024.0,Netherlands,,Right,2,2,2,Medium/High,Normal (170-185),,,74.0,47.0,65.0,66.0,77.0,76.0,69,42,74,73,36,65,54,34,64,67,72,75,65,70,72,64,78,76,74,41,78,75,60,60,46,65.0,75,80,83,9,15,11,6,10,,62+2,62+2,62+2,64,63,63,63,64,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,74+2,73+2,73+2,73+2,74+2,75+2,76+2,76+2,76+2,75+2,17+2,Kenny Tete,24.0,3200000.0,Right-Back,Ligue 1
21.0,LW,77,81,24,175,78,AZ Alkmaar,LW,2022.0,Morocco,,Right,2,4,1,High/Medium,Normal (170-185),,"Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",84.0,76.0,70.0,82.0,35.0,69.0,64,75,48,74,74,85,84,68,68,81,85,84,80,71,72,81,35,77,69,80,68,25,73,68,45,74.0,36,37,34,15,16,8,10,16,,74+2,74+2,74+2,77,77,77,77,77,76+2,76+2,76+2,76+2,70+2,70+2,70+2,76+2,59+2,57+2,57+2,57+2,59+2,55+2,48+2,48+2,48+2,55+2,20+2,Oussama Idrissi,24.0,12000000.0,Left Winger,Laliga
21.0,"LM, ST, RM",77,80,24,168,69,Nantes,LM,2024.0,Nigeria,,Right,4,4,1,Medium/Medium,Normal (170-),"#Speedster, #Acrobat",Speed Dribbler (AI),92.0,71.0,67.0,82.0,36.0,64.0,75,72,58,67,72,84,47,55,63,77,93,92,91,68,92,76,89,72,68,66,38,34,73,71,60,74.0,30,36,32,7,13,12,13,9,,73+2,73+2,73+2,77,75,75,75,77,75+2,75+2,75+2,76+2,67+2,67+2,67+2,76+2,60+2,53+2,53+2,53+2,60+2,56+2,48+2,48+2,48+2,56+2,17+2,Moses Simon,24.0,5000000.0,Left Winger,Laliga
21.0,"LB, LM",77,80,26,168,67,Nice,LB,2024.0,France,,Left,3,3,1,High/High,Normal (170-),,,88.0,60.0,68.0,76.0,71.0,76.0,72,61,55,72,47,75,64,41,67,74,89,88,82,75,91,66,64,84,72,54,77,72,70,66,46,74.0,71,74,75,8,9,16,9,13,,69+2,69+2,69+2,73,71,71,71,73,71+2,71+2,71+2,74+2,71+2,71+2,71+2,74+2,76+2,73+2,73+2,73+2,76+2,75+2,71+2,71+2,71+2,75+2,17+2,Hassane Kamara,26.0,4000000.0,Left-Back,Ligue 1
21.0,LB,77,80,25,175,68,Celta de Vigo,LB,2021.0,Uruguay,,Left,3,3,1,High/Medium,Normal (170-185),,Long Shot Taker (AI),76.0,71.0,74.0,74.0,73.0,70.0,78,65,65,77,59,73,76,80,64,78,77,76,70,67,77,81,66,75,68,78,70,73,77,69,72,72.0,67,80,79,8,14,11,11,12,,72+2,72+2,72+2,74,74,74,74,74,73+2,73+2,73+2,74+2,73+2,73+2,73+2,74+2,75+2,73+2,73+2,73+2,75+2,75+2,72+2,72+2,72+2,75+2,17+2,Lucas Olaza,26.0,500000.0,Left-Back,Laliga
21.0,GK,77,79,26,195,90,Paris Saint Germain,SUB,2024.0,Spain,,Right,3,1,2,Medium/Medium,Lean (185+),,Cautious With Crosses,,,,,,,17,14,11,28,15,14,24,20,26,12,48,46,62,74,43,58,63,36,52,12,27,19,11,53,24,60.0,16,11,11,77,74,77,74,80,47.0,28+2,28+2,28+2,27,28,28,28,27,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,27+2,27+2,27+2,26+2,26+2,24+2,24+2,24+2,26+2,76+2,Sergio Rico,27.0,6000000.0,Goalkeeper,Laliga
21.0,"CM, CDM",77,79,25,181,78,Nice,SUB,2021.0,France,,Right,3,4,2,Medium/Medium,Normal (170-185),,"Injury Prone, Leadership, Long Shot Taker (AI), Technical Dribbler (AI)",72.0,77.0,77.0,78.0,74.0,77.0,73,75,67,80,64,78,76,82,74,79,71,73,78,73,74,80,80,75,78,79,78,76,72,77,83,79.0,75,77,69,8,16,8,11,14,,75+2,75+2,75+2,76,76,76,76,76,77+2,77+2,77+2,76+2,77+2,77+2,77+2,76+2,75+2,76+2,76+2,76+2,75+2,74+2,75+2,75+2,75+2,74+2,19+2,Wylan Cyprien,25.0,1500000.0,Central Midfield,Ligue 1
21.0,ST,77,79,25,184,79,Schalke 04,SUB,2021.0,Portugal,,Right,4,4,1,Medium/Medium,Normal (170-185),,Power Header,58.0,78.0,59.0,78.0,33.0,78.0,34,80,84,69,78,79,67,41,51,79,62,55,72,76,74,77,76,75,78,73,83,37,79,74,79,81.0,21,30,23,9,8,14,12,7,,77+2,77+2,77+2,71,75,75,75,71,74+2,74+2,74+2,69+2,68+2,68+2,68+2,69+2,51+2,55+2,55+2,55+2,51+2,48+2,51+2,51+2,51+2,48+2,17+2,Gonçalo Paciência,26.0,2000000.0,Centre-Forward,1 Bundesliga
21.0,CB,77,78,28,193,76,Celtic,SUB,2021.0,Republic of Ireland,LCB,Right,3,2,1,Medium/High,Normal (185+),,"Leadership, Power Header, Team Player",44.0,45.0,51.0,48.0,78.0,79.0,38,40,84,62,30,45,37,33,62,55,44,44,32,76,36,55,89,63,84,49,86,77,49,44,45,65.0,76,78,75,9,11,16,8,12,,56+2,56+2,56+2,49,52,52,52,49,52+2,52+2,52+2,51+2,58+2,58+2,58+2,51+2,63+2,70+2,70+2,70+2,63+2,66+2,77+1,77+1,77+1,66+2,18+2,Shane Duffy,28.0,2200000.0,Centre-Back,Premier League
21.0,"RM, LM, CM",77,78,26,170,62,Werder Bremen,SUB,2024.0,Germany,,Right,4,3,2,Medium/Medium,Lean (170-),"#Dribbler, #Acrobat","Dives Into Tackles (AI), Flair, Speed Dribbler (AI), Technical Dribbler (AI)",79.0,68.0,74.0,84.0,56.0,60.0,73,68,46,77,69,86,77,70,72,79,85,74,90,74,89,70,65,76,46,68,74,55,68,72,61,72.0,58,57,57,15,11,6,14,16,,69+2,69+2,69+2,77,75,75,75,77,76+2,76+2,76+2,76+2,73+2,73+2,73+2,76+2,69+2,67+2,67+2,67+2,69+2,66+2,59+2,59+2,59+2,66+2,20+2,Leonardo Bittencourt,26.0,7000000.0,Attacking Midfield,1 Bundesliga
21.0,"CM, CAM",77,78,27,179,70,Werder Bremen,LCM,2022.0,Netherlands,,Right,3,3,2,High/High,Normal (170-185),#Engine,"Dives Into Tackles (AI), Outside Foot Shot",64.0,77.0,72.0,75.0,69.0,75.0,64,75,75,76,81,73,61,44,75,81,67,61,68,78,68,81,67,90,68,76,78,70,78,79,68,80.0,64,74,65,12,6,13,16,10,,76+2,76+2,76+2,74,76,76,76,74,76+2,76+2,76+2,75+2,77+1,77+1,77+1,75+2,72+2,75+2,75+2,75+2,72+2,72+2,71+2,71+2,71+2,72+2,18+2,Davy Klaassen,27.0,11000000.0,Central Midfield,1 Bundesliga
21.0,"CM, CDM",77,78,26,184,85,Fulham,SUB,2021.0,Gabon,,Right,3,3,2,Medium/Medium,Normal (170-185),,"Flair, Outside Foot Shot, Technical Dribbler (AI)",72.0,68.0,76.0,78.0,72.0,72.0,72,57,68,82,68,80,72,68,77,81,69,75,69,73,69,81,46,75,73,78,70,72,71,74,68,68.0,72,74,71,12,9,15,8,16,,72+2,72+2,72+2,74,74,74,74,74,76+2,76+2,76+2,75+2,77+1,77+1,77+1,75+2,75+2,75+2,75+2,75+2,75+2,74+2,72+2,72+2,72+2,74+2,18+2,Mario Lemina,26.0,2200000.0,Defensive Midfield,Premier League
21.0,"RM, CM",77,77,32,182,82,West Ham United,SUB,2021.0,Scotland,,Left,3,3,2,High/Medium,Normal (170-185),,"Finesse Shot, Long Shot Taker (AI)",62.0,75.0,79.0,76.0,47.0,72.0,83,73,44,76,65,76,82,82,74,81,63,62,69,75,67,81,57,74,69,77,82,46,77,80,73,78.0,42,56,41,8,15,14,12,10,,72+2,72+2,72+2,75,75,75,75,75,76+1,76+1,76+1,76+1,74+2,74+2,74+2,76+1,64+2,65+2,65+2,65+2,64+2,60+2,56+2,56+2,56+2,60+2,18+2,Robert Snodgrass,33.0,110000.0,Right Winger,Premier League
21.0,GK,77,77,29,185,75,Parma,GK,2024.0,Italy,,Left,2,1,1,Medium/Medium,Normal (185+),,"GK Long Throw, Comes For Crosses",,,,,,,12,14,13,32,18,14,13,12,31,22,49,46,46,73,34,53,57,27,68,19,12,20,10,43,17,63.0,28,19,19,79,75,71,75,80,47.0,30+2,30+2,30+2,28,29,29,29,28,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,28+2,30+2,30+2,30+2,28+2,28+2,29+2,29+2,29+2,28+2,76+1,Luigi Sepe,29.0,4580000.0,Goalkeeper,Serie A
21.0,"CF, CAM, LW",77,77,27,174,65,Torino,SUB,2024.0,Italy,,Left,5,4,2,High/Low,Normal (170-185),,"Flair, Long Shot Taker (AI), Chip Shot (AI), Technical Dribbler (AI)",82.0,73.0,78.0,83.0,48.0,50.0,78,68,42,78,74,81,84,84,76,83,84,80,89,75,90,80,50,66,43,75,48,36,77,78,76,78.0,55,48,54,12,10,7,15,9,,72+2,72+2,72+2,79-2,77,77,77,79-2,79-2,79-2,79-2,78-1,74+2,74+2,74+2,78-1,66+2,62+2,62+2,62+2,66+2,63+2,52+2,52+2,52+2,63+2,18+2,Simone Verdi,28.0,22000000.0,Attacking Midfield,Serie A
21.0,"RB, RW",77,77,28,177,65,Olympique de Marseille,SUB,2022.0,France,,Right,3,3,1,Medium/Medium,Lean (170-185),,"Speed Dribbler (AI), Technical Dribbler (AI)",81.0,70.0,74.0,76.0,71.0,75.0,77,67,67,78,61,78,70,44,72,74,81,81,74,77,75,78,64,88,69,70,76,72,78,76,68,77.0,72,71,72,9,15,14,8,12,,74+2,74+2,74+2,76,76,76,76,76,76+1,76+1,76+1,77,76+1,76+1,76+1,77,76+1,74+2,74+2,74+2,76+1,75+2,72+2,72+2,72+2,75+2,18+2,Bouna Sarr,28.0,8000000.0,Right-Back,1 Bundesliga
21.0,"CAM, RM",77,77,27,175,62,Manchester United,SUB,2021.0,England,,Right,3,4,2,High/High,Lean (170-185),,"Flair, Long Shot Taker (AI)",77.0,74.0,74.0,78.0,58.0,70.0,74,71,67,77,72,77,79,68,63,77,78,77,83,80,84,79,65,82,62,77,74,54,80,77,70,75.0,63,57,49,14,10,8,13,9,,75+2,75+2,75+2,77,77,77,77,77,77,77,77,76+1,74+2,74+2,74+2,76+1,69+2,67+2,67+2,67+2,69+2,67+2,63+2,63+2,63+2,67+2,19+2,Jesse Lingard,28.0,1700000.0,Attacking Midfield,Premier League
21.0,"CB, RB",77,77,28,184,75,Brighton & Hove Albion,SUB,2023.0,Netherlands,SUB,Right,4,2,2,Medium/Medium,Normal (170-185),,,65.0,49.0,66.0,68.0,79.0,76.0,70,50,74,74,38,66,40,34,73,72,64,66,66,77,68,60,78,75,74,41,82,79,55,55,42,78.0,78,82,77,7,10,6,9,11,,63+2,63+2,63+2,64,63,63,63,64,64+2,64+2,64+2,67+2,69+2,69+2,69+2,67+2,74+2,76+1,76+1,76+1,74+2,75+2,77,77,77,75+2,17+2,Joël Veltman,28.0,1000000.0,Centre-Back,Premier League
21.0,CB,76,85,24,183,78,River Plate,RCB,2021.0,Argentina,,Right,3,3,1,Medium/Medium,Lean (170-185),,Long Passer (AI),70.0,59.0,70.0,72.0,74.0,80.0,65,55,79,77,51,71,57,49,75,73,67,73,73,71,65,65,85,73,81,59,85,75,63,69,66,79.0,71,75,75,10,15,12,10,15,,67+2,67+2,67+2,68,68,68,68,68,70+2,70+2,70+2,70+2,72+2,72+2,72+2,70+2,72+2,75+2,75+2,75+2,72+2,73+2,76+2,76+2,76+2,73+2,19+2,Lucas Martínez Quarta,24.0,6000000.0,Centre-Back,Serie A
21.0,CB,76,85,22,185,78,Chelsea,RES,2021.0,England,,Right,4,2,1,Medium/Medium,Lean (185+),,,80.0,37.0,58.0,66.0,76.0,74.0,56,33,74,75,32,65,38,40,60,65,76,83,73,73,61,42,74,67,78,45,75,76,33,36,27,76.0,75,79,74,10,13,10,11,7,,56+2,56+2,56+2,59,56,56,56,59,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,71+2,71+2,71+2,71+2,71+2,73+2,76+2,76+2,76+2,73+2,17+2,Fikayo Tomori,23.0,2000000.0,Centre-Back,Premier League
21.0,"CB, CDM",76,84,23,191,86,Leeds United,RCB,2024.0,Germany,SUB,Right,3,2,1,Medium/Medium,Lean (185+),,Long Passer (AI),71.0,38.0,59.0,63.0,77.0,75.0,40,27,78,71,29,58,31,28,70,70,67,74,62,75,60,56,66,72,78,42,73,76,52,64,38,71.0,78,78,76,9,6,15,8,6,,58+2,58+2,58+2,58,60,60,60,58,62+2,62+2,62+2,61+2,67+2,67+2,67+2,61+2,69+2,74+2,74+2,74+2,69+2,71+2,76+2,76+2,76+2,71+2,15+2,Robin Koch,24.0,13000000.0,Centre-Back,1 Bundesliga
21.0,"ST, CAM",76,83,24,186,72,Sevilla,RES,2022.0,Spain,,Left,3,3,1,Medium/Medium,Lean (185+),,"Injury Prone, Finesse Shot",69.0,78.0,63.0,77.0,27.0,71.0,47,81,76,73,70,78,40,34,66,80,66,72,71,74,54,79,73,65,73,75,72,22,74,73,73,67.0,21,21,22,12,13,8,9,12,,76+2,76+2,76+2,73,76,76,76,73,75+2,75+2,75+2,71+2,68+2,68+2,68+2,71+2,50+2,52+2,52+2,52+2,50+2,47+2,46+2,46+2,46+2,47+2,18+2,Carlos Fernández,24.0,10000000.0,Centre-Forward,Laliga
21.0,GK,76,83,22,192,85,SC Freiburg,GK,2021.0,Germany,,Left,3,1,1,Medium/Medium,Normal (185+),,Cautious With Crosses,,,,,,,12,11,11,32,10,18,13,12,28,24,43,43,42,74,41,53,58,34,67,12,25,19,11,42,19,38.0,20,11,12,75,73,71,73,80,43.0,29+2,29+2,29+2,27,29,29,29,27,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,27+2,29+2,29+2,29+2,27+2,26+2,27+2,27+2,27+2,26+2,75+2,Florian Müller,22.0,200000.0,Goalkeeper,1 Bundesliga
21.0,ST,76,83,23,192,88,FSV Mainz 05,RS,2023.0,France,,Right,4,3,1,High/Low,Normal (185+),,,76.0,74.0,53.0,72.0,33.0,77.0,39,77,78,65,73,74,53,32,41,73,74,78,70,75,53,75,77,65,85,63,71,26,79,59,74,69.0,29,31,22,8,8,7,13,11,,76+2,76+2,76+2,70,73,73,73,70,69+2,69+2,69+2,67+2,61+2,61+2,61+2,67+2,50+2,50+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,49+2,17+2,Jean-Philippe Mateta,23.0,3500000.0,Centre-Forward,1 Bundesliga
21.0,"ST, RW, LW",76,83,22,175,66,Club Brugge,SUB,2022.0,Nigeria,,Right,3,4,1,Medium/Low,Normal (170-185),#Speedster,Technical Dribbler (AI),92.0,73.0,62.0,78.0,38.0,69.0,65,75,74,66,66,78,62,41,58,76,93,92,88,78,79,78,94,78,63,68,68,13,74,58,56,67.0,38,45,27,13,7,11,11,13,,76+2,76+2,76+2,75,75,75,75,75,72+2,72+2,72+2,74+2,65+2,65+2,65+2,74+2,58+2,53+2,53+2,53+2,58+2,56+2,51+2,51+2,51+2,56+2,18+2,Emmanuel Dennis,23.0,1200000.0,Centre-Forward,1 Bundesliga
21.0,CB,76,82,24,192,90,Olympique Lyonnais,LCB,2024.0,Denmark,SUB,Right,3,2,1,Medium/Medium,Normal (185+),,Long Passer (AI),58.0,47.0,63.0,56.0,77.0,77.0,36,40,76,78,33,51,49,36,80,65,55,60,48,73,57,73,78,69,82,43,74,77,34,61,44,71.0,77,78,76,13,7,9,15,14,,58+2,58+2,58+2,54,57,57,57,54,59+2,59+2,59+2,58+2,67+2,67+2,67+2,58+2,67+2,75+2,75+2,75+2,67+2,69+2,76+2,76+2,76+2,69+2,19+2,Joachim Andersen,24.0,1000000.0,Centre-Back,Ligue 1
21.0,ST,76,82,23,182,74,Real Madrid,RES,2021.0,Spain,,Right,4,3,1,Medium/Medium,Normal (170-185),,Outside Foot Shot,67.0,76.0,69.0,77.0,38.0,68.0,60,76,75,79,72,76,56,58,65,80,65,68,73,76,69,78,77,71,74,72,48,37,80,67,74,82.0,40,29,24,12,9,8,15,7,,76+2,76+2,76+2,74,76,76,76,74,75+2,75+2,75+2,73+2,70+2,70+2,70+2,73+2,57+2,57+2,57+2,57+2,57+2,53+2,51+2,51+2,51+2,53+2,18+2,Borja Mayoral,23.0,2000000.0,Centre-Forward,Laliga
21.0,"LW, ST",76,82,23,184,73,Rennes,LW,2025.0,France,,Right,3,3,1,Medium/Medium,Lean (170-185),,Finesse Shot,84.0,75.0,73.0,75.0,35.0,65.0,68,77,65,77,66,75,76,58,71,77,82,86,73,74,68,77,71,69,67,74,55,27,78,76,62,74.0,34,31,34,12,5,13,5,8,,75+2,75+2,75+2,76,77,77,77,76,76+2,76+2,76+2,76+2,70+2,70+2,70+2,76+2,58+2,56+2,56+2,56+2,58+2,55+2,48+2,48+2,48+2,55+2,15+2,Martin Terrier,23.0,12000000.0,Left Winger,Ligue 1
21.0,ST,76,81,24,181,81,Cagliari,ST,2024.0,Argentina,,Right,3,3,2,High/High,Normal (170-185),,"Solid Player, Power Header",76.0,75.0,59.0,76.0,39.0,71.0,40,78,79,68,72,76,69,60,55,76,77,76,75,76,73,79,84,73,69,66,70,24,80,60,71,76.0,51,29,26,12,15,9,14,11,,76+2,76+2,76+2,71,75,75,75,71,72+2,72+2,72+2,70+2,65+2,65+2,65+2,70+2,53+2,54+2,54+2,54+2,53+2,52+2,52+2,52+2,52+2,52+2,20+2,Giovanni Simeone,25.0,12000000.0,Centre-Forward,Serie A
21.0,"ST, RW",76,81,24,180,70,Aston Villa,ST,2025.0,England,,Right,4,3,1,High/High,Normal (170-185),,Speed Dribbler (AI),83.0,73.0,68.0,74.0,46.0,67.0,67,77,80,70,60,73,63,56,59,73,79,86,79,74,73,74,83,82,71,69,34,44,79,74,60,62.0,40,46,36,14,14,14,6,10,,76+2,76+2,76+2,74,75,75,75,74,74+2,74+2,74+2,74+2,69+2,69+2,69+2,74+2,62+2,58+2,58+2,58+2,62+2,60+2,55+2,55+2,55+2,60+2,18+2,Ollie Watkins,24.0,30800000.0,Centre-Forward,Premier League
21.0,"CAM, RW",76,81,24,175,74,West Bromwich Albion,CAM,2022.0,Brazil,,Left,3,4,1,High/Medium,Lean (170-185),,"Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",79.0,73.0,74.0,79.0,39.0,63.0,73,73,43,77,69,79,78,71,64,78,79,79,85,71,88,74,66,71,60,73,61,39,73,76,71,70.0,43,37,29,15,12,15,15,9,,71+2,71+2,71+2,76,75,75,75,76,76+2,76+2,76+2,75+2,70+2,70+2,70+2,75+2,60+2,58+2,58+2,58+2,60+2,56+2,49+2,49+2,49+2,56+2,19+2,Matheus Pereira,24.0,8250000.0,Right Winger,Premier League
21.0,"LB, LWB",76,81,24,179,68,Liverpool,SUB,2025.0,Greece,SUB,Left,3,3,1,High/High,Normal (170-185),,"Speed Dribbler (AI), Team Player",87.0,58.0,70.0,73.0,69.0,76.0,77,50,54,70,40,72,74,69,67,72,89,86,79,72,74,70,75,85,72,65,77,69,70,65,55,67.0,70,73,71,8,12,8,13,10,,66+2,66+2,66+2,71,69,69,69,71,70+2,70+2,70+2,73+2,70+2,70+2,70+2,73+2,75+2,71+2,71+2,71+2,75+2,74+2,70+2,70+2,70+2,74+2,17+2,Konstantinos Tsimikas,24.0,13000000.0,Left-Back,Premier League
21.0,"CM, CAM",76,81,22,180,72,Milan,SUB,2023.0,Brazil,,Left,2,4,1,High/Medium,Lean (170-185),,"Dives Into Tackles (AI), Flair, Technical Dribbler (AI)",75.0,74.0,75.0,81.0,59.0,75.0,68,72,56,78,70,84,80,73,76,80,73,76,74,74,70,77,81,82,69,74,78,58,80,74,75,82.0,58,64,56,14,9,12,11,11,,74+2,74+2,74+2,77,77,77,77,77,77+2,77+2,77+2,77+2,76+2,76+2,76+2,77+2,70+2,70+2,70+2,70+2,70+2,67+2,65+2,65+2,65+2,67+2,18+2,Lucas Paquetá,23.0,20000000.0,Attacking Midfield,Ligue 1
21.0,CDM,76,81,25,175,67,Granada,SUB,2024.0,Spain,,Right,3,3,1,High/High,Lean (170-185),#Engine,"Finesse Shot, Playmaker (AI)",77.0,60.0,75.0,73.0,70.0,72.0,70,51,48,78,51,70,72,74,75,77,79,75,71,76,79,73,71,88,67,66,67,72,68,75,73,80.0,74,73,70,12,13,8,10,10,,66+2,66+2,66+2,71,71,71,71,71,72+2,72+2,72+2,73+2,75+2,75+2,75+2,73+2,75+2,75+2,75+2,75+2,75+2,74+2,70+2,70+2,70+2,74+2,18+2,Luis Milla,25.0,5000000.0,Central Midfield,Laliga
21.0,"CM, CDM",76,80,25,184,77,Lens,SUB,2024.0,Côte d'Ivoire,RCM,Right,4,3,2,High/High,Lean (170-185),,"Long Shot Taker (AI), Speed Dribbler (AI)",76.0,71.0,70.0,76.0,70.0,76.0,62,66,58,78,50,78,62,42,74,76,75,77,73,76,69,81,61,78,76,79,76,74,76,72,56,72.0,68,75,68,9,8,9,11,10,,73+2,73+2,73+2,74,75,75,75,74,75+2,75+2,75+2,74+2,76+2,76+2,76+2,74+2,73+2,75+2,75+2,75+2,73+2,72+2,72+2,72+2,72+2,72+2,17+2,Seko Fofana,25.0,8500000.0,Central Midfield,Ligue 1
21.0,"CM, CDM",76,79,26,187,80,Torino,RCM,2023.0,France,,Right,3,3,1,Medium/Medium,Normal (185+),,Solid Player,64.0,59.0,73.0,77.0,72.0,79.0,69,48,60,79,55,80,54,54,76,80,67,62,66,76,61,71,71,79,80,73,77,70,71,73,55,74.0,73,76,71,13,7,7,13,11,,68+2,68+2,68+2,72,72,72,72,72,74+2,74+2,74+2,73+2,76+2,76+2,76+2,73+2,74+2,76+2,76+2,76+2,74+2,72+2,73+2,73+2,73+2,72+2,18+2,Soualiho Meïté,26.0,500000.0,Central Midfield,Serie A
