club,name,age,nationality,position,short_pos,fee,dealing_club,dealing_country,movement,window,league,season,is_loan,loan_status
Borussia Dortmund,Maximilian Philipp,25,Germany,Second Striker,SS,13000000.0,Dinamo Moscow,Russia,out,summer,1 Bundesliga,2019,False,
Borussia Dortmund,Alexander Isak,19,Sweden,Centre-Forward,CF,8000000.0,Real Sociedad,Spain,out,summer,1 Bundesliga,2019,False,
Borussia Dortmund,Sebastian Rode,28,Germany,Central Midfield,CM,3000000.0,E. Frankfurt,Germany,out,summer,1 Bundesliga,2019,False,
Borussia Dortmund,Shinji Kagawa,30,Japan,Attacking Midfield,AM,6000000.0,Real Zaragoza,Spain,out,summer,1 Bundesliga,2019,False,
Borussia Dortmund,Jeremy Toljan,24,Germany,Right-Back,RB,3000000.0,Sassuolo,Italy,out,summer,1 Bundesliga,2019,True,loan with fee
Borussia Dortmund,Marius Wolf,24,Germany,Right Winger,RW,8000000.0,Hertha BSC,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
Borussia Dortmund,André Schürrle,28,Germany,Left Winger,LW,12000000.0,Spartak Moscow,Russia,out,summer,1 Bundesliga,2019,True,loan with fee
Borussia Dortmund,Ömer Toprak,30,Turkey,Centre-Back,CB,5000000.0,Werder Bremen,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
Borussia Dortmund,Felix Passlack,21,Germany,Right-Back,RB,1500000.0,Fortuna Sittard,Netherlands,out,summer,1 Bundesliga,2019,True,free loan
Borussia Dortmund,Sergio Gómez,18,Spain,Attacking Midfield,AM,3000000.0,SD Huesca,Spain,out,summer,1 Bundesliga,2019,True,free loan
Borussia Dortmund,Paco Alcácer,25,Spain,Centre-Forward,CF,37000000.0,FC Barcelona,Spain,out,summer,1 Bundesliga,2019,True,end of loan
Borussia Dortmund,Christian Pulisic,20,United States,Right Winger,RW,60000000.0,Chelsea,England,out,summer,1 Bundesliga,2019,True,end of loan
Borussia Dortmund,Erling Haaland,19,Norway,Centre-Forward,CF,45000000.0,RB Salzburg,Austria,in,winter,1 Bundesliga,2019,False,
Borussia Dortmund,Emre Can,26,Germany,Centre-Back,CB,30000000.0,Juventus,Italy,in,winter,1 Bundesliga,2019,True,loan with fee
Borussia Dortmund,Paco Alcácer,26,Spain,Centre-Forward,CF,42000000.0,Villarreal,Spain,out,winter,1 Bundesliga,2019,False,
Borussia Dortmund,Julian Weigl,24,Germany,Defensive Midfield,DM,23000000.0,Benfica,Portugal,out,winter,1 Bundesliga,2019,False,
Borussia Dortmund,Jacob Bruun Larsen,21,Denmark,Left Winger,LW,12000000.0,TSG Hoffenheim,Germany,out,winter,1 Bundesliga,2019,False,
Borussia Mönchengladbach,Stefan Lainer,26,Austria,Right-Back,RB,12500000.0,RB Salzburg,Austria,in,summer,1 Bundesliga,2019,False,
Borussia Mönchengladbach,Breel Embolo,22,Switzerland,Centre-Forward,CF,14000000.0,FC Schalke 04,Germany,in,summer,1 Bundesliga,2019,False,
Borussia Mönchengladbach,Marcus Thuram,21,France,Left Winger,LW,9000000.0,Guingamp,France,in,summer,1 Bundesliga,2019,False,
Borussia Mönchengladbach,Ramy Bensebaini,24,Algeria,Left-Back,LB,8000000.0,Stade Rennais,France,in,summer,1 Bundesliga,2019,False,
Borussia Mönchengladbach,Max Grün,32,Germany,Goalkeeper,GK,150000.0,SV Darmstadt 98,Germany,in,summer,1 Bundesliga,2019,False,
Borussia Mönchengladbach,Thorgan Hazard,26,Belgium,Left Winger,LW,38000000.0,Bor. Dortmund,Germany,out,summer,1 Bundesliga,2019,False,
Borussia Mönchengladbach,Michaël Cuisance,20,France,Central Midfield,CM,5000000.0,FC Bayern,Germany,out,summer,1 Bundesliga,2019,False,
Borussia Mönchengladbach,Michael Lang,28,Switzerland,Right-Back,RB,4500000.0,Werder Bremen,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
Borussia Mönchengladbach,Josip Drmic,26,Switzerland,Centre-Forward,CF,3000000.0,Norwich,England,out,summer,1 Bundesliga,2019,False,
Borussia Mönchengladbach,Moritz Nicolas,21,Germany,Goalkeeper,GK,150000.0,Union Berlin,Germany,out,summer,1 Bundesliga,2019,True,free loan
Borussia Mönchengladbach,Jordan Beyer,19,Germany,Centre-Back,CB,2500000.0,Hamburger SV,Germany,out,winter,1 Bundesliga,2019,True,free loan
Borussia Mönchengladbach,Andreas Poulsen,20,Denmark,Left-Back,LB,1500000.0,Austria Vienna,Austria,out,winter,1 Bundesliga,2019,True,free loan
Borussia Mönchengladbach,Julio Villalba,21,Paraguay,Centre-Forward,CF,500000.0,SCR Altach,Austria,out,winter,1 Bundesliga,2019,True,free loan
Eintracht Frankfurt,Luka Jovic,21,Serbia,Centre-Forward,CF,60000000.0,Benfica,Portugal,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Djibril Sow,22,Switzerland,Central Midfield,CM,9000000.0,BSC Young Boys,Switzerland,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Martin Hinteregger,26,Austria,Centre-Back,CB,16000000.0,FC Augsburg,Germany,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Dominik Kohr,25,Germany,Central Midfield,CM,4000000.0,Bay. Leverkusen,Germany,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Kevin Trapp,29,Germany,Goalkeeper,GK,10000000.0,Paris SG,France,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Bas Dost,30,Netherlands,Centre-Forward,CF,17000000.0,Sporting CP,Portugal,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Filip Kostic,26,Serbia,Left Midfield,LM,22000000.0,Hamburger SV,Germany,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Dejan Joveljic,19,Serbia,Centre-Forward,CF,4000000.0,Red Star,Serbia,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Sebastian Rode,28,Germany,Central Midfield,CM,3000000.0,Bor. Dortmund,Germany,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Rodrigo Zalazar,19,Uruguay,Central Midfield,CM,50000.0,A. Malagueño,Spain,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Erik Durm,27,Germany,Right-Back,RB,2000000.0,Huddersfield,England,in,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,André Silva,23,Portugal,Centre-Forward,CF,22000000.0,AC Milan,Italy,in,summer,1 Bundesliga,2019,True,free loan
Eintracht Frankfurt,Luka Jovic,21,Serbia,Centre-Forward,CF,60000000.0,Real Madrid,Spain,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Sébastien Haller,25,Cote d'Ivoire,Centre-Forward,CF,40000000.0,West Ham,England,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Jetro Willems,25,Netherlands,Left-Back,LB,5000000.0,Newcastle,England,out,summer,1 Bundesliga,2019,True,loan with fee
Eintracht Frankfurt,Andersson Ordóñez,25,Ecuador,Centre-Back,CB,600000.0,LDU Quito,Ecuador,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Danny Blum,28,Germany,Left Winger,LW,500000.0,VfL Bochum,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Max Besuschkow,22,Germany,Central Midfield,CM,400000.0,Jahn Regensburg,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Deji Beyreuther,19,Germany,Left-Back,LB,100000.0,Hoffenheim II,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Nicolai Müller,32,Germany,Attacking Midfield,AM,1500000.0,Western Sydney,Australia,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Marc Stendera,23,Germany,Central Midfield,CM,1500000.0,Hannover 96,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Branimir Hrgota,26,Sweden,Centre-Forward,CF,600000.0,Greuther Fürth,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Nelson Mandela Mbouhom,20,Cameroon,Central Midfield,CM,200000.0,SF Lotte,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Rodrigo Zalazar,19,Uruguay,Central Midfield,CM,50000.0,Korona Kielce,Poland,out,summer,1 Bundesliga,2019,True,free loan
Eintracht Frankfurt,Mischa Häuser,19,Germany,Right Midfield,RM,150000.0,FSV Frankfurt,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Tobias Stirl,19,Germany,Goalkeeper,GK,200000.0,Wolfsburg II,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Noel Knothe,20,Germany,Centre-Back,CB,100000.0,Nuremberg II,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Patrice Kabuya,19,Germany,Right Winger,RW,200000.0,Hamburger SV II,Germany,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Tuta,20,Brazil,Centre-Back,CB,1800000.0,KV Kortrijk,Belgium,out,summer,1 Bundesliga,2019,True,free loan
Eintracht Frankfurt,Ante Rebic,25,Croatia,Left Winger,LW,40000000.0,AC Milan,Italy,out,summer,1 Bundesliga,2019,True,free loan
Eintracht Frankfurt,Taleb Tawatha,27,Israel,Left-Back,LB,1000000.0,Without Club,,out,summer,1 Bundesliga,2019,False,
Eintracht Frankfurt,Luka Jovic,21,Serbia,Centre-Forward,CF,60000000.0,Benfica,Portugal,out,summer,1 Bundesliga,2019,True,end of loan
Eintracht Frankfurt,Filip Kostic,26,Serbia,Left Midfield,LM,22000000.0,Hamburger SV,Germany,out,summer,1 Bundesliga,2019,True,end of loan
Eintracht Frankfurt,Kevin Trapp,28,Germany,Goalkeeper,GK,10000000.0,Paris SG,France,out,summer,1 Bundesliga,2019,True,end of loan
Eintracht Frankfurt,Sebastian Rode,28,Germany,Central Midfield,CM,3000000.0,Bor. Dortmund,Germany,out,summer,1 Bundesliga,2019,True,end of loan
Eintracht Frankfurt,Martin Hinteregger,26,Austria,Centre-Back,CB,16000000.0,FC Augsburg,Germany,out,summer,1 Bundesliga,2019,True,end of loan
Eintracht Frankfurt,Stefan Ilsanker,30,Austria,Defensive Midfield,DM,3000000.0,RB Leipzig,Germany,in,winter,1 Bundesliga,2019,False,
Eintracht Frankfurt,Simon Falette,27,Guinea,Centre-Back,CB,3500000.0,Fenerbahce,Turkey,out,winter,1 Bundesliga,2019,True,free loan
Eintracht Frankfurt,Nicolai Müller,32,Germany,Attacking Midfield,AM,1500000.0,Western Sydney,Australia,out,winter,1 Bundesliga,2019,False,
Eintracht Frankfurt,Dejan Joveljic,20,Serbia,Centre-Forward,CF,4000000.0,RSC Anderlecht,Belgium,out,winter,1 Bundesliga,2019,True,free loan
FC Augsburg,Tomas Koubek,26,Czech Republic,Goalkeeper,GK,6000000.0,Stade Rennais,France,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Iago,22,Brazil,Left-Back,LB,2000000.0,Internacional,Brazil,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Rubén Vargas,20,Switzerland,Left Winger,LW,4000000.0,FC Luzern,Switzerland,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Carlos Gruezo,24,Ecuador,Defensive Midfield,DM,2000000.0,FC Dallas,United States,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Florian Niederlechner,28,Germany,Centre-Forward,CF,3500000.0,SC Freiburg,Germany,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Reece Oxford,20,England,Centre-Back,CB,4000000.0,West Ham,England,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Noah Joel Sarenren Bazee,22,Nigeria,Right Winger,RW,1250000.0,Hannover 96,Germany,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Felix Uduokhai,21,Germany,Centre-Back,CB,3500000.0,VfL Wolfsburg,Germany,in,summer,1 Bundesliga,2019,True,loan with fee
FC Augsburg,Marvin Friedrich,23,Germany,Centre-Back,CB,3000000.0,Union Berlin,Germany,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Mads Pedersen,22,Denmark,Left-Back,LB,900000.0,Nordsjaelland,Denmark,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Marek Suchy,31,Czech Republic,Centre-Back,CB,2250000.0,FC Basel,Switzerland,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Stephan Lichtsteiner,35,Switzerland,Right-Back,RB,1500000.0,Arsenal,England,in,summer,1 Bundesliga,2019,False,
FC Augsburg,Tin Jedvaj,23,Croatia,Centre-Back,CB,7500000.0,Bay. Leverkusen,Germany,in,summer,1 Bundesliga,2019,True,free loan
FC Augsburg,Martin Hinteregger,26,Austria,Centre-Back,CB,16000000.0,E. Frankfurt,Germany,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Jonathan Schmid,29,France,Right-Back,RB,5000000.0,SC Freiburg,Germany,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Kevin Danso,20,Austria,Centre-Back,CB,8000000.0,Southampton,England,out,summer,1 Bundesliga,2019,True,loan with fee
FC Augsburg,Marvin Friedrich,23,Germany,Centre-Back,CB,3000000.0,Union Berlin,Germany,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Dong-won Ji,28,"Korea, South",Centre-Forward,CF,1750000.0,1.FSV Mainz 05,Germany,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Konstantinos Stafylidis,25,Greece,Left-Back,LB,3000000.0,TSG Hoffenheim,Germany,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Ja-cheol Koo,30,"Korea, South",Central Midfield,CM,3500000.0,Al-Gharafa SC,Qatar,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Takashi Usami,27,Japan,Centre-Forward,CF,1500000.0,Gamba Osaka,Japan,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Julian Günther-Schmidt,24,Germany,Centre-Forward,CF,250000.0,Carl Zeiss Jena,Germany,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Tim Rieder,25,Germany,Defensive Midfield,DM,300000.0,1860 Munich,Germany,out,summer,1 Bundesliga,2019,True,free loan
FC Augsburg,Christoph Janker,34,Germany,defence,defence,100000.0,Retired,,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Jan-Ingwer Callsen-Bracker,34,Germany,Centre-Back,CB,100000.0,Retired,,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Caiuby,31,Brazil,Second Striker,SS,500000.0,Without Club,,out,summer,1 Bundesliga,2019,False,
FC Augsburg,Gregor Kobel,21,Switzerland,Goalkeeper,GK,6000000.0,TSG Hoffenheim,Germany,out,summer,1 Bundesliga,2019,True,end of loan
FC Augsburg,Reece Oxford,20,England,Centre-Back,CB,4000000.0,West Ham,England,out,summer,1 Bundesliga,2019,True,end of loan
FC Augsburg,Eduard Löwen,22,Germany,Central Midfield,CM,7000000.0,Hertha BSC,Germany,in,winter,1 Bundesliga,2019,True,free loan
FC Augsburg,Michael Gregoritsch,25,Austria,Second Striker,SS,7000000.0,FC Schalke 04,Germany,out,winter,1 Bundesliga,2019,True,loan with fee
FC Augsburg,Mads Pedersen,23,Denmark,Left-Back,LB,900000.0,FC Zürich,Switzerland,out,winter,1 Bundesliga,2019,True,free loan
FC Augsburg,Caiuby,31,Brazil,Second Striker,SS,500000.0,Without Club,,out,winter,1 Bundesliga,2019,False,
FC Schalke 04,Ozan Kabak,19,Turkey,Centre-Back,CB,15000000.0,VfB Stuttgart,Germany,in,summer,1 Bundesliga,2019,False,
FC Schalke 04,Benito Raman,24,Belgium,Left Winger,LW,12000000.0,F. Düsseldorf,Germany,in,summer,1 Bundesliga,2019,False,
FC Schalke 04,Bernard Tekpetey,21,Ghana,Right Winger,RW,2500000.0,SC Paderborn,Germany,in,summer,1 Bundesliga,2019,False,
FC Schalke 04,Markus Schubert,21,Germany,Goalkeeper,GK,1000000.0,Dynamo Dresden,Germany,in,summer,1 Bundesliga,2019,False,
FC Schalke 04,Jonjoe Kenny,22,England,Right-Back,RB,5000000.0,Everton,England,in,summer,1 Bundesliga,2019,True,free loan
FC Schalke 04,Juan Miranda,19,Spain,Left-Back,LB,5000000.0,FC Barcelona,Spain,in,summer,1 Bundesliga,2019,True,free loan
FC Schalke 04,Breel Embolo,22,Switzerland,Centre-Forward,CF,14000000.0,Bor. M'gladbach,Germany,out,summer,1 Bundesliga,2019,False,
FC Schalke 04,Ralf Fährmann,30,Germany,Goalkeeper,GK,5000000.0,Norwich,England,out,summer,1 Bundesliga,2019,True,loan with fee
FC Schalke 04,Yevgen Konoplyanka,29,Ukraine,Left Winger,LW,6500000.0,Shakhtar D.,Ukraine,out,summer,1 Bundesliga,2019,False,
FC Schalke 04,Sebastian Rudy,29,Germany,Defensive Midfield,DM,9000000.0,TSG Hoffenheim,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
FC Schalke 04,Cedric Teuchert,22,Germany,Centre-Forward,CF,1500000.0,Hannover 96,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
FC Schalke 04,Bernard Tekpetey,21,Ghana,Right Winger,RW,2500000.0,F. Düsseldorf,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
FC Schalke 04,Hamza Mendyl,21,Morocco,Left-Back,LB,4000000.0,Dijon,France,out,summer,1 Bundesliga,2019,True,loan with fee
FC Schalke 04,Benjamin Goller,20,Germany,Right Winger,RW,400000.0,Werder Bremen,Germany,out,summer,1 Bundesliga,2019,False,
FC Schalke 04,Pablo Insua,25,Spain,Centre-Back,CB,1500000.0,SD Huesca,Spain,out,summer,1 Bundesliga,2019,True,free loan
FC Schalke 04,Sascha Riether,36,Germany,Right-Back,RB,300000.0,Retired,,out,summer,1 Bundesliga,2019,False,
FC Schalke 04,Jeffrey Bruma,27,Netherlands,Centre-Back,CB,2500000.0,VfL Wolfsburg,Germany,out,summer,1 Bundesliga,2019,True,end of loan
FC Schalke 04,Jean-Clair Todibo,20,France,Centre-Back,CB,10000000.0,FC Barcelona,Spain,in,winter,1 Bundesliga,2019,True,loan with fee
FC Schalke 04,Michael Gregoritsch,25,Austria,Second Striker,SS,7000000.0,FC Augsburg,Germany,in,winter,1 Bundesliga,2019,True,loan with fee
FC Schalke 04,Nabil Bentaleb,25,Algeria,Central Midfield,CM,5000000.0,Newcastle,England,out,winter,1 Bundesliga,2019,True,loan with fee
FC Schalke 04,Steven Skrzybski,27,Germany,Right Winger,RW,2700000.0,F. Düsseldorf,Germany,out,winter,1 Bundesliga,2019,True,loan with fee
FC Schalke 04,Fabian Reese,22,Germany,Right Winger,RW,600000.0,Holstein Kiel,Germany,out,winter,1 Bundesliga,2019,False,
FC Schalke 04,Jonas Carls,22,Germany,Left-Back,LB,200000.0,Viktoria Köln,Germany,out,winter,1 Bundesliga,2019,True,free loan
FC Schalke 04,Mark Uth,28,Germany,Second Striker,SS,5500000.0,1. FC Köln,Germany,out,winter,1 Bundesliga,2019,True,free loan
FC Schalke 04,Ralf Fährmann,31,Germany,Goalkeeper,GK,2000000.0,Brann,Norway,out,winter,1 Bundesliga,2019,True,free loan
Fortuna Düsseldorf,Nana Ampomah,23,Ghana,Left Winger,LW,2500000.0,Waasl.-Beveren,Belgium,in,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Bernard Tekpetey,21,Ghana,Right Winger,RW,2500000.0,FC Schalke 04,Germany,in,summer,1 Bundesliga,2019,True,loan with fee
Fortuna Düsseldorf,Erik Thommy,24,Germany,Left Midfield,LM,3000000.0,VfB Stuttgart,Germany,in,summer,1 Bundesliga,2019,True,loan with fee
Fortuna Düsseldorf,Thomas Pledl,25,Germany,Right Winger,RW,1000000.0,FC Ingolstadt,Germany,in,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Florian Kastenmeier,22,Germany,Goalkeeper,GK,100000.0,Stuttgart II,Germany,in,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Markus Suttner,32,Austria,Left-Back,LB,1500000.0,Brighton,England,in,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Kelvin Ofori,18,Ghana,Attacking Midfield,AM,,Right to Dream,Ghana,in,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Zack Steffen,24,United States,Goalkeeper,GK,5000000.0,Man City,England,in,summer,1 Bundesliga,2019,True,free loan
Fortuna Düsseldorf,Lewis Baker,24,England,Central Midfield,CM,4000000.0,Chelsea,England,in,summer,1 Bundesliga,2019,True,free loan
Fortuna Düsseldorf,Kasim Adams,24,Ghana,Centre-Back,CB,7000000.0,TSG Hoffenheim,Germany,in,summer,1 Bundesliga,2019,True,free loan
Fortuna Düsseldorf,Benito Raman,24,Belgium,Left Winger,LW,12000000.0,FC Schalke 04,Germany,out,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Marvin Ducksch,25,Germany,Centre-Forward,CF,1500000.0,Hannover 96,Germany,out,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Havard Nielsen,26,Norway,Centre-Forward,CF,750000.0,Greuther Fürth,Germany,out,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Kianz Froese,23,Canada,Attacking Midfield,AM,150000.0,Saarbrücken,Germany,out,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Emir Kujovic,31,Sweden,Centre-Forward,CF,250000.0,Djurgarden,Sweden,out,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Jannick Theißen,21,Germany,Goalkeeper,GK,100000.0,Rot-Weiß Erfurt,Germany,out,summer,1 Bundesliga,2019,True,free loan
Fortuna Düsseldorf,Emmanuel Iyoha,21,Germany,Centre-Forward,CF,900000.0,Holstein Kiel,Germany,out,summer,1 Bundesliga,2019,True,free loan
Fortuna Düsseldorf,Jaroslav Drobny,39,Czech Republic,Goalkeeper,GK,100000.0,Without Club,,out,summer,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Dodi Lukebakio,21,Belgium,Right Winger,RW,18000000.0,Watford,England,out,summer,1 Bundesliga,2019,True,end of loan
Fortuna Düsseldorf,Takashi Usami,27,Japan,Centre-Forward,CF,1500000.0,FC Augsburg,Germany,out,summer,1 Bundesliga,2019,True,end of loan
Fortuna Düsseldorf,Marcin Kaminski,27,Poland,Centre-Back,CB,3500000.0,VfB Stuttgart,Germany,out,summer,1 Bundesliga,2019,True,end of loan
Fortuna Düsseldorf,Markus Suttner,32,Austria,Left-Back,LB,1500000.0,Brighton,England,out,summer,1 Bundesliga,2019,True,end of loan
Fortuna Düsseldorf,Dawid Kownacki,22,Poland,Centre-Forward,CF,7500000.0,Sampdoria,Italy,in,winter,1 Bundesliga,2019,False,
Fortuna Düsseldorf,Steven Skrzybski,27,Germany,Right Winger,RW,2700000.0,FC Schalke 04,Germany,in,winter,1 Bundesliga,2019,True,loan with fee
Fortuna Düsseldorf,Valon Berisha,26,Kosovo,Central Midfield,CM,5000000.0,Lazio,Italy,in,winter,1 Bundesliga,2019,True,free loan
Fortuna Düsseldorf,Zanka,29,Denmark,Centre-Back,CB,3000000.0,Fenerbahce,Turkey,in,winter,1 Bundesliga,2019,True,free loan
Fortuna Düsseldorf,Davor Lovren,21,Croatia,Left Winger,LW,400000.0,Slaven Belupo,Croatia,out,winter,1 Bundesliga,2019,True,free loan
Hertha BSC,Dodi Lukebakio,21,Belgium,Right Winger,RW,18000000.0,Watford,England,in,summer,1 Bundesliga,2019,False,
Hertha BSC,Eduard Löwen,22,Germany,Central Midfield,CM,7000000.0,1.FC Nuremberg,Germany,in,summer,1 Bundesliga,2019,False,
Hertha BSC,Daishawn Redan,18,Netherlands,Centre-Forward,CF,,Chelsea U23,England,in,summer,1 Bundesliga,2019,False,
Hertha BSC,Marko Grujic,23,Serbia,Defensive Midfield,DM,20000000.0,Liverpool,England,in,summer,1 Bundesliga,2019,True,loan with fee
Hertha BSC,Marius Wolf,24,Germany,Right Winger,RW,8000000.0,Bor. Dortmund,Germany,in,summer,1 Bundesliga,2019,True,loan with fee
Hertha BSC,Dedryck Boyata,28,Belgium,Centre-Back,CB,2000000.0,Celtic,Scotland,in,summer,1 Bundesliga,2019,False,
Hertha BSC,Valentino Lazaro,23,Austria,Right Midfield,RM,17000000.0,Inter,Italy,out,summer,1 Bundesliga,2019,False,
Hertha BSC,Fabian Lustenberger,31,Switzerland,Centre-Back,CB,2500000.0,BSC Young Boys,Switzerland,out,summer,1 Bundesliga,2019,False,
Hertha BSC,Jonathan Klinsmann,22,United States,Goalkeeper,GK,150000.0,FC St. Gallen,Switzerland,out,summer,1 Bundesliga,2019,False,
Hertha BSC,Julius Kade,20,Germany,Central Midfield,CM,400000.0,Union Berlin,Germany,out,summer,1 Bundesliga,2019,False,
Hertha BSC,Marius Gersbeck,24,Germany,Goalkeeper,GK,350000.0,Karlsruher SC,Germany,out,summer,1 Bundesliga,2019,False,
Hertha BSC,Marko Grujic,23,Serbia,Defensive Midfield,DM,20000000.0,Liverpool,England,out,summer,1 Bundesliga,2019,True,end of loan
Hertha BSC,Derrick Luckassen,23,Netherlands,Centre-Back,CB,3000000.0,PSV Eindhoven,Netherlands,out,summer,1 Bundesliga,2019,True,end of loan
Hertha BSC,Lucas Tousart,22,France,Defensive Midfield,DM,20000000.0,Olympique Lyon,France,in,winter,1 Bundesliga,2019,False,
Hertha BSC,Krzysztof Piatek,24,Poland,Centre-Forward,CF,32000000.0,AC Milan,Italy,in,winter,1 Bundesliga,2019,False,
Hertha BSC,Matheus Cunha,20,Brazil,Centre-Forward,CF,13000000.0,RB Leipzig,Germany,in,winter,1 Bundesliga,2019,False,
Hertha BSC,Santiago Ascacíbar,22,Argentina,Defensive Midfield,DM,10000000.0,VfB Stuttgart,Germany,in,winter,1 Bundesliga,2019,False,
Hertha BSC,Davie Selke,25,Germany,Centre-Forward,CF,10000000.0,Werder Bremen,Germany,out,winter,1 Bundesliga,2019,True,loan with fee
Hertha BSC,Sidney Friede,21,Germany,Central Midfield,CM,700000.0,Wehen Wiesbaden,Germany,out,winter,1 Bundesliga,2019,False,
Hertha BSC,Lucas Tousart,22,France,Defensive Midfield,DM,20000000.0,Olympique Lyon,France,out,winter,1 Bundesliga,2019,True,free loan
Hertha BSC,Eduard Löwen,22,Germany,Central Midfield,CM,7000000.0,FC Augsburg,Germany,out,winter,1 Bundesliga,2019,True,free loan
Hertha BSC,Maurice Covic,21,Germany,Left Winger,LW,250000.0,Ascoli,Italy,out,winter,1 Bundesliga,2019,True,free loan
Hertha BSC,Ondrej Duda,25,Slovakia,Attacking Midfield,AM,13000000.0,Norwich,England,out,winter,1 Bundesliga,2019,True,free loan
Hertha BSC,Dennis Jastrzembski,19,Poland,Left Winger,LW,500000.0,SC Paderborn,Germany,out,winter,1 Bundesliga,2019,True,free loan
Hertha BSC,Daishawn Redan,18,Netherlands,Centre-Forward,CF,4000000.0,FC Groningen,Netherlands,out,winter,1 Bundesliga,2019,True,free loan
RB Leipzig,Ademola Lookman,21,England,Left Winger,LW,20000000.0,Everton,England,in,summer,1 Bundesliga,2019,False,
RB Leipzig,Christopher Nkunku,21,France,Attacking Midfield,AM,12000000.0,Paris SG,France,in,summer,1 Bundesliga,2019,False,
RB Leipzig,Hannes Wolf,20,Austria,Attacking Midfield,AM,12000000.0,RB Salzburg,Austria,in,summer,1 Bundesliga,2019,False,
RB Leipzig,Luan Cândido,18,Brazil,Left-Back,LB,4000000.0,Palmeiras U20,Brazil,in,summer,1 Bundesliga,2019,False,
RB Leipzig,Patrik Schick,23,Czech Republic,Centre-Forward,CF,15000000.0,AS Roma,Italy,in,summer,1 Bundesliga,2019,True,loan with fee
RB Leipzig,Ethan Ampadu,18,Wales,Centre-Back,CB,10000000.0,Chelsea,England,in,summer,1 Bundesliga,2019,True,loan with fee
RB Leipzig,Philipp Tschauner,33,Germany,Goalkeeper,GK,400000.0,Hannover 96,Germany,in,summer,1 Bundesliga,2019,False,
