fifa_version,player_positions,overall,potential,value_eur,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name
21.0,LB,72,72,2100000.0,183,70,Cardiff City,SUB,2021.0,Republic of Ireland,,Left,3,3,1,Medium/High,,"Long Throw-in, Early Crosser",72.0,54.0,65.0,69.0,70.0,74.0,72,55,70,69,25,68,47,56,67,69,69,75,71,67,67,60,73,70,72,54,82,68,60,55,44,72.0,70,72,72,16,16,9,11,7,,63+2,63+2,63+2,66,64,64,64,66,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,70+2,69+2,69+2,69+2,70+2,70+2,71+1,71+1,71+1,70+2,18+2,Greg Cunningham
21.0,CM,72,72,2300000.0,180,70,Metz,LCM,2022.0,France,,Right,3,2,1,Medium/Medium,,,56.0,58.0,71.0,71.0,73.0,69.0,65,52,73,76,47,71,56,54,72,73,64,49,66,72,69,64,81,66,64,66,80,75,64,73,59,71.0,72,74,71,9,11,16,16,11,,64+2,64+2,64+2,67,67,67,67,67,69+2,69+2,69+2,68+2,72,72,72,68+2,70+2,73-1,73-1,73-1,70+2,70+2,73-1,73-1,73-1,70+2,19+2,Vincent Pajot
21.0,ST,72,72,2300000.0,188,86,Udinese,SUB,2022.0,Poland,,Right,2,3,2,High/Medium,,Power Header,60.0,72.0,59.0,66.0,32.0,74.0,57,74,79,66,69,65,50,49,45,69,57,63,60,70,58,76,68,66,78,66,74,24,79,65,65,72.0,37,22,20,15,11,7,7,14,,72,72,72,67,69,69,69,67,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,49+2,49+2,49+2,49+2,49+2,47+2,48+2,48+2,48+2,47+2,18+2,Lukasz Teodorczyk
21.0,"CM, CDM",72,72,2300000.0,179,70,Yeni Malatyaspor,LDM,2021.0,Ghana,,Right,2,3,1,Medium/High,,Dives Into Tackles (AI),74.0,64.0,69.0,74.0,73.0,75.0,65,59,62,75,53,76,60,54,69,70,77,72,77,74,79,75,81,79,71,65,80,74,72,70,60,68.0,69,77,77,11,5,10,6,7,,69+2,69+2,69+2,71,71,71,71,71,72,72,72,72,72,72,72,72,74-2,74-2,74-2,74-2,74-2,73-1,73-1,73-1,73-1,73-1,15+2,Afriyie Acquah
21.0,"CAM, CF",72,72,2400000.0,171,70,Lecce,RS,2022.0,Italy,,Left,3,3,1,High/Low,#Acrobat,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",79.0,67.0,69.0,77.0,29.0,56.0,64,64,53,72,64,76,74,70,67,75,78,79,90,67,91,70,55,66,54,73,51,31,69,68,59,64.0,28,22,23,10,9,13,11,7,,68+2,68+2,68+2,72,71,71,71,72,72,72,72,71+1,66+2,66+2,66+2,71+1,54+2,51+2,51+2,51+2,54+2,50+2,41+2,41+2,41+2,50+2,16+2,Filippo Falco
21.0,RW,72,72,2500000.0,179,70,Metz,RW,2022.0,Algeria,,Right,4,5,1,High/Medium,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",73.0,65.0,69.0,78.0,25.0,52.0,72,65,42,69,54,80,74,73,64,78,74,73,79,62,74,73,55,62,49,63,48,26,69,68,56,74.0,21,22,28,6,15,10,12,9,,66+2,66+2,66+2,72,71,71,71,72,71+1,71+1,71+1,71+1,64+2,64+2,64+2,71+1,53+2,49+2,49+2,49+2,53+2,48+2,38+2,38+2,38+2,48+2,16+2,Farid Boulaya
21.0,"RM, ST",72,72,2300000.0,185,79,FC Augsburg,SUB,2022.0,Germany,,Right,4,3,2,High/High,#Engine,Long Shot Taker (AI),66.0,74.0,67.0,66.0,55.0,82.0,79,73,75,64,73,66,54,52,62,68,69,63,61,77,61,81,80,87,79,76,85,52,75,71,47,64.0,49,56,59,14,14,13,15,11,,73-1,73-1,73-1,70,71,71,71,70,69+2,69+2,69+2,70+2,68+2,68+2,68+2,70+2,66+2,64+2,64+2,64+2,66+2,65+2,64+2,64+2,64+2,65+2,20+2,André Hahn
21.0,LB,72,72,2100000.0,180,74,Nantes,SUB,2023.0,Mali,,Left,2,2,1,Medium/Medium,,,71.0,36.0,56.0,67.0,72.0,76.0,64,30,64,60,29,67,38,40,59,66,69,73,68,66,65,46,83,83,73,37,74,70,51,48,45,57.0,74,73,73,13,9,11,12,7,,54+2,54+2,54+2,59,57,57,57,59,57+2,57+2,57+2,62+2,61+2,61+2,61+2,62+2,70+2,68+2,68+2,68+2,70+2,70+2,71+1,71+1,71+1,70+2,16+2,Charles Traoré
21.0,"CM, CDM, CAM",71,83,4500000.0,187,79,Getafe,SUB,2021.0,Croatia,,Right,3,3,1,High/High,,"Long Passer (AI), Long Shot Taker (AI)",63.0,59.0,70.0,70.0,70.0,71.0,65,48,62,76,49,71,51,54,72,74,61,65,56,70,60,74,55,71,72,70,72,70,68,70,58,75.0,74,67,72,12,13,5,14,9,,65+2,65+2,65+2,67,68,68,68,67,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,70+2,72+2,72+2,72+2,70+2,69+2,70+2,70+2,70+2,69+2,18+2,Ante Palaversa
21.0,ST,71,80,4200000.0,180,67,Bordeaux,ST,2023.0,Nigeria,,Right,3,3,1,Medium/Medium,,,75.0,70.0,62.0,70.0,28.0,58.0,51,73,64,73,62,72,62,44,56,72,72,77,60,70,66,70,54,59,65,68,38,14,71,64,63,72.0,33,22,23,14,8,15,5,7,,71+2,71+2,71+2,69,71,71,71,69,70+2,70+2,70+2,68+2,63+2,63+2,63+2,68+2,49+2,47+2,47+2,47+2,49+2,47+2,41+2,41+2,41+2,47+2,16+2,Josh Maja
21.0,ST,71,77,3000000.0,194,91,Cagliari,RES,2023.0,Italy,,Right,3,3,1,Medium/Medium,"#Aerial Threat, #Strength",Power Header,56.0,72.0,54.0,68.0,39.0,74.0,40,75,75,65,68,68,64,34,45,73,50,60,57,60,63,75,70,63,92,68,42,13,70,57,64,68.0,51,34,30,6,13,8,10,14,,71+2,71+2,71+2,64,67,67,67,64,65+2,65+2,65+2,62+2,59+2,59+2,59+2,62+2,48+2,49+2,49+2,49+2,48+2,46+2,50+2,50+2,50+2,46+2,16+2,Alberto Cerri
21.0,"CAM, RM",71,77,3000000.0,169,69,Milan,RES,2021.0,Croatia,,Left,3,4,1,Medium/Low,,"Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",72.0,62.0,72.0,76.0,40.0,42.0,71,57,24,73,64,75,80,69,69,77,74,71,76,68,84,63,54,60,32,68,40,44,68,72,66,70.0,50,36,28,15,11,11,13,10,,61+2,61+2,61+2,71,69,69,69,71,71+2,71+2,71+2,71+2,68+2,68+2,68+2,71+2,58+2,56+2,56+2,56+2,58+2,54+2,43+2,43+2,43+2,54+2,18+2,Alen Halilovic
21.0,"RB, CB",71,76,2600000.0,186,75,Bologna,RES,2022.0,Italy,,Right,3,2,1,High/Medium,,,60.0,31.0,58.0,63.0,74.0,71.0,71,22,66,64,31,64,31,34,48,65,55,64,54,68,61,45,67,65,75,29,69,74,45,56,44,64.0,74,76,74,6,8,12,12,13,,51+2,51+2,51+2,56,54,54,54,56,56+2,56+2,56+2,59+2,59+2,59+2,59+2,59+2,69+2,67+2,67+2,67+2,69+2,69+2,72+2,72+2,72+2,69+2,16+2,Arturo Calabresi
21.0,GK,71,75,2000000.0,188,81,Rayo Vallecano,GK,2024.0,North Macedonia,,Right,2,1,1,Medium/Medium,,Team Player,,,,,,,11,20,14,23,15,18,17,17,27,19,35,38,44,62,43,51,60,40,72,17,17,21,15,51,21,53.0,19,19,17,72,70,68,74,70,37.0,29+2,29+2,29+2,26,28,28,28,26,29+2,29+2,29+2,27+2,29+2,29+2,29+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,28+2,28+2,28+2,26+2,70+2,Stole Dimitrievski
21.0,"CDM, CM, RB",71,75,2400000.0,186,79,SpVgg Greuther Fürth,RCM,2022.0,Germany,,Right,3,3,1,Low/Medium,,,66.0,50.0,64.0,66.0,68.0,75.0,56,44,66,72,46,64,44,43,69,68,66,66,66,71,64,62,72,85,74,51,64,67,50,62,48,67.0,68,68,67,14,11,6,15,8,,60+2,60+2,60+2,61,61,61,61,61,63+2,63+2,63+2,64+2,67+2,67+2,67+2,64+2,68+2,70+2,70+2,70+2,68+2,68+2,68+2,68+2,68+2,68+2,18+2,Paul Seguin
21.0,"CB, RB, CDM",71,75,2400000.0,186,78,Anderlecht,RCB,2021.0,Netherlands,,Right,3,2,1,Medium/Medium,,,76.0,58.0,66.0,68.0,69.0,77.0,56,48,76,71,32,67,67,70,69,69,73,78,69,67,62,81,83,73,77,67,79,64,58,62,46,63.0,68,71,68,9,10,9,7,6,,66+2,66+2,66+2,65,66,66,66,65,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,68+2,69+2,69+2,69+2,68+2,69+2,71+2,71+2,71+2,69+2,15+2,Derrick Luckassen
21.0,GK,71,75,2000000.0,188,75,Antwerp,GK,2024.0,France,,Right,3,1,1,Medium/Medium,,Comes For Crosses,,,,,,,14,17,20,24,17,25,13,14,17,26,49,40,37,69,54,55,58,42,58,11,21,17,20,38,21,27.0,13,12,13,73,67,73,68,72,44.0,32+2,32+2,32+2,29,31,31,31,29,30+2,30+2,30+2,30+2,28+2,28+2,28+2,30+2,27+2,26+2,26+2,26+2,27+2,26+2,25+2,25+2,25+2,26+2,70+2,Jean Butez
21.0,"CB, LB",71,74,2200000.0,188,70,Huddersfield Town,SUB,2022.0,Netherlands,,Left,4,2,2,Medium/Medium,,"Long Throw-in, Injury Prone, Dives Into Tackles (AI), Power Header",69.0,43.0,60.0,66.0,71.0,72.0,66,27,68,63,40,65,63,44,62,68,67,70,67,65,62,67,86,65,75,52,72,72,49,49,42,71.0,68,74,73,8,14,12,11,12,,57+2,57+2,57+2,59,58,58,58,59,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,68+2,68+2,68+2,68+2,68+2,69+2,71+2,71+2,71+2,69+2,17+2,Terence Kongolo
21.0,"RB, RWB, LB",71,74,2300000.0,183,73,Huddersfield Town,RES,2021.0,Kosovo,,Right,3,3,1,High/Medium,,Early Crosser,79.0,48.0,66.0,71.0,66.0,65.0,71,47,64,70,41,70,44,42,67,71,78,79,75,67,71,59,70,73,60,41,64,64,57,63,44,63.0,64,69,68,15,6,12,8,11,,61+2,61+2,61+2,66,64,64,64,66,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,70+2,67+2,67+2,67+2,70+2,69+2,66+2,66+2,66+2,69+2,16+2,Florent Hadergjonaj
21.0,"RB, CB",71,74,2300000.0,182,75,FC Köln,SUB,2022.0,Germany,,Right,4,2,1,High/Medium,,Team Player,70.0,50.0,64.0,63.0,69.0,70.0,67,35,62,70,42,61,68,58,53,65,69,70,66,70,64,71,67,68,72,64,68,70,63,57,32,67.0,69,70,69,10,14,12,13,13,,60+2,60+2,60+2,62,62,62,62,62,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,68+2,67+2,67+2,67+2,68+2,69+2,69+2,69+2,69+2,69+2,19+2,Benno Schmitz
21.0,CB,71,73,2000000.0,185,78,Norwich City,SUB,2021.0,England,,Left,3,2,1,Medium/Medium,,,53.0,29.0,48.0,51.0,73.0,68.0,29,28,73,65,20,40,38,22,57,62,55,52,57,70,63,35,75,52,76,28,67,72,32,37,31,55.0,73,73,72,12,8,16,16,11,,48+2,48+2,48+2,46,47,47,47,46,49+2,49+2,49+2,48+2,54+2,54+2,54+2,48+2,60+2,66+2,66+2,66+2,60+2,63+2,71+2,71+2,71+2,63+2,18+2,Ben Gibson
21.0,CB,71,73,1900000.0,182,75,Nîmes,SUB,2021.0,France,,Right,3,2,1,Medium/High,,,52.0,36.0,53.0,54.0,70.0,72.0,35,26,72,70,22,48,33,24,61,59,49,55,54,68,69,58,78,61,73,34,80,72,50,49,46,66.0,68,72,67,15,11,12,12,12,,52+2,52+2,52+2,50,52,52,52,50,54+2,54+2,54+2,53+2,59+2,59+2,59+2,53+2,61+2,67+2,67+2,67+2,61+2,63+2,71+2,71+2,71+2,63+2,19+2,Loïck Landre
21.0,"RW, LW, RM",71,73,2400000.0,179,74,Newcastle United,RES,2021.0,England,,Right,3,3,1,High/Low,,,80.0,68.0,66.0,75.0,33.0,55.0,67,66,40,67,50,78,75,62,60,71,77,83,78,64,75,73,46,66,59,72,31,18,68,67,68,65.0,34,38,39,13,16,13,10,6,,66+2,66+2,66+2,71,70,70,70,71,70+2,70+2,70+2,70+2,63+2,63+2,63+2,70+2,55+2,50+2,50+2,50+2,55+2,52+2,42+2,42+2,42+2,52+2,17+2,Jacob Murphy
21.0,"CB, CM",71,73,2000000.0,187,85,Stoke City,RES,2022.0,Austria,,Left,3,2,2,Medium/Medium,,Long Passer (AI),50.0,27.0,58.0,64.0,72.0,73.0,44,21,70,70,27,63,24,28,69,66,50,50,59,70,56,40,62,65,77,25,74,74,35,59,35,69.0,71,72,71,13,10,15,12,11,,49+2,49+2,49+2,53,52,52,52,53,56+2,56+2,56+2,56+2,63+2,63+2,63+2,56+2,65+2,70+2,70+2,70+2,65+2,66+2,71+2,71+2,71+2,66+2,18+2,Kevin Wimmer
21.0,"ST, RM",71,72,2200000.0,174,70,Schalke 04,SUB,2021.0,Germany,,Right,3,3,1,Medium/Medium,,,75.0,73.0,65.0,75.0,33.0,62.0,67,73,58,71,73,75,71,59,52,74,83,68,76,73,76,74,79,76,55,72,58,35,74,64,68,63.0,32,28,21,11,15,10,9,11,,71+1,71+1,71+1,73-1,73-1,73-1,73-1,73-1,71+1,71+1,71+1,72,65+2,65+2,65+2,72,56+2,52+2,52+2,52+2,56+2,52+2,45+2,45+2,45+2,52+2,18+2,Steven Skrzybski
21.0,GK,71,72,1600000.0,188,95,Osnabrück,GK,2021.0,Germany,,Right,3,1,1,Medium/Medium,,"Solid Player, Team Player, Comes For Crosses",,,,,,,12,15,16,23,16,18,19,16,24,24,45,52,37,50,45,52,54,43,80,17,28,11,11,33,21,50.0,8,17,16,72,64,69,75,78,49.0,29+2,29+2,29+2,25,27,27,27,25,26+2,26+2,26+2,27+2,26+2,26+2,26+2,27+2,25+2,25+2,25+2,25+2,25+2,24+2,26+2,26+2,26+2,24+2,70+2,Philipp Köhn
21.0,"LM, ST",71,72,2200000.0,176,67,Hannover 96,SUB,2023.0,Ghana,,Right,3,3,1,Medium/Low,,Speed Dribbler (AI),79.0,69.0,64.0,71.0,31.0,56.0,68,69,42,68,66,72,52,43,65,70,78,79,75,64,75,77,56,68,55,63,42,25,70,61,61,66.0,41,23,22,15,16,14,13,15,,67+2,67+2,67+2,70,69,69,69,70,68+2,68+2,68+2,70+2,62+2,62+2,62+2,70+2,53+2,49+2,49+2,49+2,53+2,49+2,40+2,40+2,40+2,49+2,20+2,Patrick Twumasi
21.0,"ST, RW",71,71,1200000.0,186,80,Werder Bremen,RES,2021.0,Austria,,Right,4,3,2,High/Medium,,,64.0,70.0,68.0,69.0,45.0,75.0,68,70,76,70,70,70,71,52,69,69,66,63,67,70,64,76,90,75,75,64,72,39,72,66,72,75.0,54,32,42,15,10,12,6,14,,71,71,71,69,69,69,69,69,69+2,69+2,69+2,69+2,66+2,66+2,66+2,69+2,59+2,59+2,59+2,59+2,59+2,57+2,56+2,56+2,56+2,57+2,18+2,Martin Harnik
21.0,"CDM, CM",71,71,1300000.0,190,78,Caen,CDM,2022.0,Congo,,Right,2,3,2,Medium/Medium,,Power Header,61.0,68.0,64.0,66.0,69.0,83.0,50,66,77,68,60,65,67,65,66,69,60,62,68,65,48,79,87,80,88,69,73,68,66,67,52,68.0,68,69,68,7,12,8,14,11,,69+2,69+2,69+2,65,67,67,67,65,67+2,67+2,67+2,65+2,68+2,68+2,68+2,65+2,66+2,70+1,70+1,70+1,66+2,67+2,72-1,72-1,72-1,67+2,17+2,Prince Oniangué
21.0,GK,71,71,1200000.0,187,80,Monza,GK,2022.0,Italy,,Right,2,1,1,Medium/Medium,,Cautious With Crosses,,,,,,,19,19,17,35,19,18,12,17,37,24,29,33,39,69,38,50,61,26,52,16,30,14,11,31,24,65.0,8,14,13,68,70,66,70,73,31.0,29+2,29+2,29+2,27,28,28,28,27,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,24+2,27+2,27+2,27+2,24+2,24+2,24+2,24+2,24+2,24+2,70+1,Eugenio Lamanna
21.0,CB,71,71,900000.0,190,85,Fatih Karagümrük,LCB,2023.0,Bosnia and Herzegovina,,Left,3,2,2,Low/High,,Power Free-Kick,45.0,49.0,64.0,53.0,73.0,71.0,66,25,75,65,27,50,76,79,64,61,49,41,45,70,37,85,50,50,83,69,70,71,38,51,69,74.0,72,74,72,15,12,8,12,11,,55+2,55+2,55+2,52,53,53,53,52,54+2,54+2,54+2,54+2,59+2,59+2,59+2,54+2,64+2,67+2,67+2,67+2,64+2,65+2,71,71,71,65+2,19+2,Ervin Zukanovic
21.0,"LM, LB",71,71,1800000.0,186,82,Udinese,SUB,2022.0,Netherlands,,Left,3,3,1,Medium/Medium,,,68.0,62.0,67.0,72.0,73.0,72.0,75,56,60,69,58,74,68,52,59,76,63,72,63,73,53,76,61,72,74,64,71,74,74,67,53,68.0,73,75,74,12,15,12,11,10,,68+2,68+2,68+2,70,70,70,70,70,69+2,69+2,69+2,70+1,70+1,70+1,70+1,70+1,73-2,71,71,71,73-2,72-1,72-1,72-1,72-1,72-1,19+2,Marvin Zeegelaar
21.0,"CAM, CM, ST",71,71,1900000.0,189,89,VfL Bochum 1848,CAM,2023.0,Austria,,Right,3,3,1,Medium/Medium,,Playmaker (AI),48.0,71.0,71.0,72.0,39.0,72.0,68,69,66,74,69,75,68,68,70,75,51,45,59,68,62,77,80,74,77,72,56,28,73,71,60,70.0,47,29,35,8,12,11,9,10,,70+1,70+1,70+1,69,70,70,70,69,71,71,71,69+2,68+2,68+2,68+2,69+2,55+2,56+2,56+2,56+2,55+2,51+2,50+2,50+2,50+2,51+2,16+2,Robert Zulj
21.0,ST,71,71,1900000.0,189,82,Malmö FF,ST,2020.0,Sweden,,Right,3,3,1,Medium/High,,Solid Player,59.0,69.0,61.0,65.0,37.0,82.0,46,71,77,69,65,65,48,35,59,68,49,67,63,73,51,71,71,77,88,61,78,32,73,72,72,71.0,45,25,20,11,16,11,12,8,,71,71,71,65,68,68,68,65,68+2,68+2,68+2,65+2,64+2,64+2,64+2,65+2,51+2,55+2,55+2,55+2,51+2,49+2,52+2,52+2,52+2,49+2,18+2,Isaac Kiese Thelin
21.0,"CM, CAM",71,71,1900000.0,178,68,Parma,SUB,2022.0,Italy,,Right,3,3,1,High/Medium,,,76.0,66.0,66.0,71.0,62.0,68.0,54,69,52,73,53,71,55,58,70,72,77,75,74,64,73,69,77,93,56,62,66,62,69,69,52,72.0,62,65,60,10,13,7,14,7,,67+2,67+2,67+2,69,70,70,70,69,70+1,70+1,70+1,70+1,71,71,71,70+1,68+2,68+2,68+2,68+2,68+2,67+2,63+2,63+2,63+2,67+2,17+2,Jacopo Dezi
21.0,ST,71,71,1600000.0,190,90,Jiangsu Suning,LS,2022.0,Croatia,,Right,3,3,1,Medium/Medium,#Strength,,42.0,76.0,53.0,58.0,40.0,85.0,33,76,79,63,75,59,39,66,44,64,47,38,41,71,42,80,60,80,90,74,83,40,77,64,74,65.0,37,35,25,10,9,11,11,15,,71,71,71,60,66,66,66,60,63+2,63+2,63+2,59+2,61+2,61+2,61+2,59+2,49+2,54+2,54+2,54+2,49+2,47+2,53+2,53+2,53+2,47+2,18+2,Ivan Santini
21.0,"LM, ST, RM",70,85,3800000.0,175,66,Schalke 04,SUB,2023.0,Wales,,Right,3,3,1,High/Medium,#Speedster,Speed Dribbler (AI),94.0,57.0,64.0,73.0,37.0,49.0,65,64,47,67,57,74,71,67,56,70,93,94,82,59,76,52,71,57,48,52,38,27,59,61,40,50.0,33,46,34,8,5,6,12,13,,63+2,63+2,63+2,70,67,67,67,70,67+2,67+2,67+2,69+2,60+2,60+2,60+2,69+2,56+2,50+2,50+2,50+2,56+2,54+2,45+2,45+2,45+2,54+2,15+2,Rabbi Matondo
21.0,"CF, CAM, CM",70,83,3800000.0,186,75,Bordeaux,SUB,2023.0,France,,Right,3,3,1,Medium/Medium,,Long Shot Taker (AI),60.0,67.0,72.0,73.0,58.0,64.0,66,65,62,75,62,75,69,74,69,75,62,59,65,69,57,73,60,69,64,66,57,55,68,75,60,72.0,59,57,55,14,12,9,10,14,,68+2,68+2,68+2,70,70,70,70,70,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,64+2,65+2,65+2,65+2,64+2,62+2,60+2,60+2,60+2,62+2,19+2,Yacine Adli
21.0,"CB, LB",70,82,3700000.0,188,80,Sparta Praha,LCB,2023.0,Slovakia,,Left,3,2,1,High/Medium,,,73.0,49.0,64.0,65.0,70.0,74.0,67,43,74,67,42,66,60,64,63,65,74,73,64,69,49,58,63,79,75,51,70,68,55,57,52,69.0,68,73,70,14,12,6,7,14,,61+2,61+2,61+2,63,61,61,61,63,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,70+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,70+2,18+2,David Hancko
21.0,"CM, CDM, LM",70,79,3600000.0,178,74,Huddersfield Town,SUB,2021.0,Curacao,,Right,3,3,1,Medium/Medium,,"Dives Into Tackles (AI), Long Passer (AI), Long Shot Taker (AI), Technical Dribbler (AI)",70.0,69.0,70.0,73.0,65.0,76.0,71,65,61,70,61,74,68,64,71,73,72,69,71,67,68,80,75,73,74,72,84,65,65,69,59,65.0,68,66,56,6,11,8,14,10,,69+2,69+2,69+2,70,70,70,70,70,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,68+2,69+2,69+2,69+2,68+2,67+2,68+2,68+2,68+2,67+2,16+2,Juninho Bacuna
21.0,"LB, LWB",70,78,3400000.0,183,79,Lech Poznań,SUB,2021.0,Ukraine,,Left,3,3,1,High/Medium,,Speed Dribbler (AI),73.0,63.0,59.0,65.0,68.0,74.0,68,58,66,64,28,65,53,62,50,71,72,74,53,68,52,76,59,64,82,78,68,69,59,49,40,70.0,69,67,68,6,11,11,11,5,,66+2,66+2,66+2,65,65,65,65,65,63+2,63+2,63+2,64+2,62+2,62+2,62+2,64+2,68+2,66+2,66+2,66+2,68+2,68+2,69+2,69+2,69+2,68+2,15+2,Vasyl Kravets
21.0,"CDM, CM",70,77,2900000.0,175,70,Empoli,SUB,2023.0,Slovenia,,Right,3,2,1,Medium/Medium,,,70.0,61.0,67.0,65.0,67.0,69.0,60,52,55,70,67,60,67,66,66,70,69,71,74,66,73,70,64,72,69,70,67,72,70,68,50,61.0,64,69,69,13,5,12,13,15,,64+2,64+2,64+2,65,66,66,66,65,67+2,67+2,67+2,66+2,68+2,68+2,68+2,66+2,68+2,69+2,69+2,69+2,68+2,68+2,67+2,67+2,67+2,68+2,18+2,Leo Stulac
21.0,ST,70,76,2600000.0,183,82,Toulouse,ST,2022.0,Belgium,,Right,3,3,1,Medium/Medium,,"Speed Dribbler (AI), Power Header",81.0,71.0,60.0,69.0,27.0,71.0,68,72,67,62,68,71,63,48,51,68,83,79,67,62,69,75,85,71,75,70,59,26,65,59,68,72.0,16,25,24,14,15,9,12,15,,70+2,70+2,70+2,69,68,68,68,69,66+2,66+2,66+2,68+2,59+2,59+2,59+2,68+2,52+2,47+2,47+2,47+2,52+2,49+2,44+2,44+2,44+2,49+2,19+2,Aaron Leya Iseka
21.0,LB,70,76,2400000.0,179,73,Schalke 04,SUB,2023.0,Morocco,,Left,2,3,1,High/Medium,,,87.0,43.0,59.0,70.0,65.0,68.0,62,36,61,66,33,70,57,38,53,70,85,88,71,66,66,53,60,64,66,44,82,71,63,56,48,64.0,62,65,66,11,12,14,14,6,,60+2,60+2,60+2,65,63,63,63,65,63+2,63+2,63+2,66+2,62+2,62+2,62+2,66+2,68+2,66+2,66+2,66+2,68+2,68+2,67+2,67+2,67+2,68+2,17+2,Hamza Mendyl
21.0,"CB, RB",70,75,2100000.0,191,80,Sampdoria,SUB,2023.0,Italy,,Right,2,2,1,Low/High,,,66.0,32.0,51.0,63.0,72.0,68.0,58,12,70,58,49,60,50,30,56,65,64,67,65,70,67,59,68,64,67,48,74,72,32,32,27,68.0,72,73,72,9,11,12,12,6,,50+2,50+2,50+2,52,51,51,51,52,51+2,51+2,51+2,55+2,55+2,55+2,55+2,55+2,66+2,66+2,66+2,66+2,66+2,68+2,70+2,70+2,70+2,68+2,16+2,Alex Ferrari
21.0,"RB, LB",70,75,2200000.0,176,66,Fiorentina,SUB,2021.0,Italy,,Right,4,2,1,Medium/Medium,,,72.0,26.0,51.0,63.0,66.0,58.0,68,24,56,63,34,60,45,26,49,65,74,71,68,65,75,28,74,75,48,25,59,69,36,20,22,63.0,63,69,69,8,6,8,8,12,,47+2,47+2,47+2,54,49,49,49,54,50+2,50+2,50+2,57+2,53+2,53+2,53+2,57+2,68+2,62+2,62+2,62+2,68+2,68+2,64+2,64+2,64+2,68+2,15+2,Lorenzo Venuti
21.0,"CM, CDM",70,75,2400000.0,187,76,Sassuolo,RES,2022.0,Italy,,Right,4,2,1,Medium/Medium,,,56.0,55.0,70.0,70.0,63.0,63.0,68,40,60,74,65,69,66,45,73,74,60,52,61,68,66,72,61,64,60,70,70,68,63,72,44,69.0,56,68,66,12,7,8,8,10,,61+2,61+2,61+2,65,65,65,65,65,67+2,67+2,67+2,66+2,70+2,70+2,70+2,66+2,66+2,68+2,68+2,68+2,66+2,65+2,65+2,65+2,65+2,65+2,16+2,Luca Mazzitelli
21.0,GK,70,75,1900000.0,186,76,Dijon,SUB,2022.0,Iceland,,Right,2,1,1,Medium/Medium,,Comes For Crosses,,,,,,,18,14,17,16,13,13,17,14,15,32,45,46,43,61,55,54,59,41,56,15,23,12,16,39,22,42.0,12,19,15,71,68,72,70,71,46.0,29+2,29+2,29+2,27,28,28,28,27,27+2,27+2,27+2,28+2,26+2,26+2,26+2,28+2,26+2,24+2,24+2,24+2,26+2,26+2,25+2,25+2,25+2,26+2,69+2,Rúnar Alex Rúnarsson
21.0,"CAM, CM",70,75,,185,81,,,,Hungary,SUB,Right,3,3,1,High/Medium,,Technical Dribbler (AI),63.0,69.0,69.0,71.0,50.0,56.0,65,67,55,70,59,71,70,66,68,73,62,64,73,71,64,73,68,55,58,74,47,48,67,70,59,70.0,57,46,44,14,7,12,15,6,,67+2,67+2,67+2,69,69,69,69,69,70+2,70+2,70+2,68+2,67+2,67+2,67+2,68+2,59+2,59+2,59+2,59+2,59+2,57+2,54+2,54+2,54+2,57+2,17+2,Zsolt Kalmár
