fifa_version,player_positions,overall,potential,fifa_age,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name,age,fee,position,league
22.0,ST,63,74,22,186,81,Tondela,SUB,2022.0,Azerbaijan,,Right,3,3,1,High/High,Normal (185+),,,65.0,63.0,49.0,59.0,24.0,62.0,37,62,70,58,61,57,64,38,44,58,64,66,67,61,67,70,76,54,70,58,49,21,63,49,58,56.0,13,23,20,6,12,7,6,6,,63+2,63+2,63+2,58,60,60,60,58,58+2,58+2,58+2,56+2,52+2,52+2,52+2,56+2,41+2,41+2,41+2,41+2,41+2,40+2,40+2,40+2,40+2,40+2,13+2,Renat Dadashov,20.0,0.5,Centre-Forward,Premier League
22.0,ST,63,66,24,195,95,Darmstadt 98,RS,2022.0,Germany,,Right,3,2,1,Medium/Medium,Normal (185+),#Strength,,46.0,62.0,47.0,53.0,31.0,78.0,42,68,71,58,59,55,51,39,34,58,40,51,36,60,33,64,63,68,91,49,60,22,68,41,57,55.0,26,31,19,7,6,10,15,13,,63+2,63+2,63+2,54,58,58,58,54,54+2,54+2,54+2,54+2,51+2,51+2,51+2,54+2,43+2,44+2,44+2,44+2,43+2,41+2,45+2,45+2,45+2,41+2,16+2,Luca Pfeiffer,22.0,0.2,Centre-Forward,1 Bundesliga
22.0,"RWB, RB",62,81,18,168,62,Wolverhampton Wanderers,RES,2022.0,England,,Right,2,3,1,Medium/Medium,Normal (170-),,Long Throw-in,76.0,36.0,53.0,61.0,55.0,53.0,55,31,45,58,33,57,45,38,43,61,75,76,79,58,72,43,70,69,44,39,50,58,53,54,34,51.0,57,54,55,11,9,6,11,8,,50+2,50+2,50+2,57,54,54,54,57,56+2,56+2,56+2,58+2,55+2,55+2,55+2,58+2,60+2,56+2,56+2,56+2,60+2,59+2,54+2,54+2,54+2,59+2,15+2,Luke Matheson,17.0,1.1,Right-Back,Premier League
22.0,CM,62,73,22,180,73,Wolverhampton Wanderers,SUB,2024.0,Portugal,,Right,3,3,1,Medium/Medium,Normal (170-185),,,64.0,55.0,60.0,68.0,49.0,60.0,51,54,57,66,46,69,45,43,65,68,65,63,68,60,68,63,58,60,59,55,61,50,49,64,54,65.0,45,52,45,9,11,6,6,7,,59+2,59+2,59+2,62,62,62,62,62,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,56+2,58+2,58+2,58+2,56+2,55+2,54+2,54+2,54+2,55+2,14+2,Bruno Jordão,20.0,8.9,Central Midfield,Premier League
22.0,ST,61,78,20,176,76,PEC Zwolle,SUB,2022.0,Netherlands,,Right,4,3,1,Medium/Medium,Lean (170-185),,,75.0,60.0,49.0,64.0,22.0,53.0,43,64,55,55,48,63,52,40,40,63,77,74,75,55,74,63,62,58,56,53,37,21,58,54,60,57.0,20,15,17,12,13,9,13,15,,61+2,61+2,61+2,61,61,61,61,61,59+2,59+2,59+2,59+2,51+2,51+2,51+2,59+2,43+2,39+2,39+2,39+2,43+2,41+2,35+2,35+2,35+2,41+2,18+2,Daishawn Redan,18.0,2.7,Centre-Forward,1 Bundesliga
22.0,CM,61,76,19,183,67,Metz,SUB,2024.0,Mali,,Right,2,2,1,Medium/Medium,Lean (170-185),,,54.0,47.0,60.0,62.0,60.0,50.0,47,41,56,68,41,62,52,47,69,64,55,53,53,61,65,62,62,40,49,46,63,58,51,59,52,56.0,57,67,60,12,10,15,11,11,,54+2,54+2,54+2,56,57,57,57,56,59+2,59+2,59+2,57+2,61+2,61+2,61+2,57+2,57+2,61+2,61+2,61+2,57+2,58+2,60+2,60+2,60+2,58+2,17+2,Boubacar Traoré,18.0,0.35,Central Midfield,Ligue 1
22.0,"ST, RM",61,71,19,174,68,Amiens SC,SUB,2024.0,Sweden,,Right,3,3,1,Medium/Medium,Lean (170-185),#Speedster,Speed Dribbler (AI),92.0,61.0,52.0,64.0,36.0,62.0,40,65,47,57,52,63,45,42,55,60,93,92,81,49,88,60,91,71,55,57,62,38,61,59,63,58.0,27,38,37,14,15,14,14,7,,61+2,61+2,61+2,63,63,63,63,63,62+2,62+2,62+2,62+2,57+2,57+2,57+2,62+2,52+2,49+2,49+2,49+2,52+2,50+2,46+2,46+2,46+2,50+2,17+2,Jack Lahne,17.0,2.0,Centre-Forward,Ligue 1
22.0,ST,61,69,22,195,88,Seoul,SUB,2024.0,Brazil,,Right,3,2,1,Medium/Medium,Normal (185+),,,59.0,61.0,47.0,56.0,24.0,66.0,36,63,70,55,52,57,41,40,34,54,63,56,58,62,53,62,59,61,77,57,45,19,59,55,62,51.0,20,17,18,5,9,8,8,15,,61+2,61+2,61+2,56,58,58,58,56,56+2,56+2,56+2,54+2,50+2,50+2,50+2,54+2,40+2,39+2,39+2,39+2,40+2,39+2,39+2,39+2,39+2,39+2,15+2,Gabriel Barbosa,23.0,17.45,Centre-Forward,Serie A
22.0,"ST, RW",61,66,22,182,70,Rennes,RES,2023.0,Turkey,,Left,2,2,1,Medium/Medium,Lean (170-185),,Injury Prone,75.0,60.0,54.0,61.0,23.0,56.0,42,60,62,60,56,59,47,48,49,60,73,76,75,58,66,60,71,48,64,59,44,21,59,60,66,51.0,18,16,20,7,13,7,10,13,,61+2,61+2,61+2,60,61,61,61,60,61+2,61+2,61+2,59+2,53+2,53+2,53+2,59+2,42+2,41+2,41+2,41+2,42+2,41+2,38+2,38+2,38+2,41+2,16+2,Metehan Güçlü,20.0,1.5,Centre-Forward,Ligue 1
22.0,CM,59,73,19,178,70,Gillingham,SUB,2022.0,England,,Right,2,3,1,High/Medium,Lean (170-185),,,64.0,51.0,57.0,59.0,51.0,55.0,47,49,39,62,39,58,48,40,60,59,69,59,62,57,69,53,61,68,50,56,48,53,58,60,47,57.0,48,58,51,10,6,6,13,8,,54+2,54+2,54+2,58,57,57,57,58,59+2,59+2,59+2,58+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,57+2,57+2,56+2,52+2,52+2,52+2,56+2,14+2,Daniel Adshead,17.0,0.335,Central Midfield,Premier League
22.0,"LB, CB",59,70,22,180,74,Lecce,SUB,2023.0,Colombia,,Left,2,2,1,Medium/High,Stocky (170-185),,,67.0,37.0,47.0,51.0,58.0,63.0,51,35,57,54,29,45,42,32,46,54,65,69,61,51,65,45,68,56,65,39,66,58,29,37,38,43.0,57,61,57,5,12,12,10,8,,47+2,47+2,47+2,48,46,46,46,48,47+2,47+2,47+2,49+2,48+2,48+2,48+2,49+2,56+2,55+2,55+2,55+2,56+2,57+2,59+2,59+2,59+2,57+2,14+2,Brayan Vera,20.0,0.8,Left-Back,Serie A
22.0,CB,58,65,24,190,83,APOEL,SUB,2024.0,Cyprus,,Right,3,2,1,Medium/Medium,Normal (185+),,,53.0,27.0,37.0,45.0,57.0,66.0,24,26,58,50,28,38,30,25,36,49,52,54,49,50,68,37,68,67,69,17,55,52,26,35,42,40.0,55,62,60,14,8,11,7,15,,41+2,41+2,41+2,39,40,40,40,39,40+2,40+2,40+2,42+2,44+2,44+2,44+2,42+2,51+2,53+2,53+2,53+2,51+2,53+2,58+2,58+2,58+2,53+2,15+2,Andreas Karo,22.0,0.165,Centre-Back,Serie A
21.0,"ST, LW",92,92,35,187,83,Juventus,LS,2022.0,Portugal,LS,Right,4,5,5,High/Low,Unique,"#Aerial Threat, #Dribbler, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward","Power Free-Kick, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot",89.0,93.0,81.0,89.0,35.0,77.0,84,95,90,82,86,88,81,76,77,92,87,91,87,95,71,94,95,84,78,93,63,29,95,82,84,95.0,28,32,24,7,11,15,14,11,,91+1,91+1,91+1,89,91,91,91,89,88+3,88+3,88+3,88+3,81+3,81+3,81+3,88+3,65+3,61+3,61+3,61+3,65+3,61+3,54+3,54+3,54+3,61+3,20+3,Cristiano Ronaldo,33.0,117.0,Left Winger,Laliga
21.0,"ST, LW, RW",90,95,21,178,73,Paris Saint Germain,LS,2022.0,France,RM,Right,4,5,3,High/Low,Unique,"#Speedster, #Dribbler, #Acrobat","Finesse Shot, Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",96.0,86.0,78.0,91.0,39.0,76.0,78,91,73,83,83,92,79,63,70,90,96,96,92,92,82,86,77,86,76,79,62,38,91,80,70,84.0,34,34,32,13,5,7,11,6,,88+3,88+3,88+3,89,89,89,89,89,87+3,87+3,87+3,87+3,79+3,79+3,79+3,87+3,67+3,63+3,63+3,63+3,67+3,63+3,55+3,55+3,55+3,63+3,18+3,Kylian Mbappé,19.0,145.0,Centre-Forward,Ligue 1
21.0,GK,89,90,28,199,96,Real Madrid,GK,2024.0,Belgium,GK,Left,3,1,4,Medium/Medium,Unique,,"GK Long Throw, Comes For Crosses",,,,,,,14,14,13,33,12,13,19,20,35,23,42,52,61,84,45,56,68,38,70,17,23,15,13,44,27,66.0,20,18,16,84,89,74,85,88,48.0,31+3,31+3,31+3,29,31,31,31,29,32+3,32+3,32+3,31+3,32+3,32+3,32+3,31+3,29+3,31+3,31+3,31+3,29+3,29+3,29+3,29+3,29+3,29+3,86+3,Thibaut Courtois,26.0,35.0,Goalkeeper,Laliga
21.0,CB,85,89,25,186,81,FC Barcelona,LCB,2023.0,France,LCB,Left,4,2,2,Medium/High,Unique,#Tactician ,Power Header,74.0,45.0,67.0,65.0,87.0,81.0,55,39,83,78,37,57,59,31,74,76,76,72,61,84,60,58,85,75,83,46,80,87,54,66,49,82.0,90,86,81,10,10,9,12,7,,63+2,63+2,63+2,64,64,64,64,64,66+2,66+2,66+2,67+2,72+2,72+2,72+2,67+2,77+2,81+2,81+2,81+2,77+2,79+2,84+2,84+2,84+2,79+2,18+2,Clément Lenglet,23.0,35.9,Centre-Back,Laliga
21.0,GK,85,87,28,190,82,Arsenal,GK,2023.0,Germany,SUB,Right,3,1,3,Medium/Medium,Normal (185+),,Rushes Out Of Goal,,,,,,,9,9,13,50,10,16,9,8,48,35,55,56,52,81,44,60,73,43,70,14,28,25,7,56,23,66.0,27,15,18,85,83,80,84,86,56.0,33+3,33+3,33+3,33,35,35,35,33,38+3,38+3,38+3,36+3,40+3,40+3,40+3,36+3,34+3,39+3,39+3,39+3,34+3,33+3,33+3,33+3,33+3,33+3,84+3,Bernd Leno,26.0,25.0,Goalkeeper,1 Bundesliga
21.0,RB,85,87,26,175,70,Leicester City,SUB,2023.0,Portugal,RB,Right,4,3,3,High/High,Unique,#Engine,"Early Crosser, Speed Dribbler (AI)",83.0,66.0,79.0,82.0,81.0,76.0,82,63,65,83,59,82,78,52,78,82,84,83,79,85,79,74,75,88,69,64,79,81,75,77,61,81.0,82,84,83,16,12,15,11,11,,74+3,74+3,74+3,79,78,78,78,79,79+3,79+3,79+3,81+3,80+3,80+3,80+3,81+3,83+3,82+3,82+3,82+3,83+3,83+3,79+3,79+3,79+3,83+3,21+3,Ricardo Pereira,24.0,22.0,Right-Back,Premier League
21.0,CB,85,85,33,190,85,Juventus,CB,2024.0,Italy,RCB,Right,4,2,3,Medium/High,Lean (185+),#Tactician ,"Power Free-Kick, Solid Player, Long Passer (AI), Power Header",60.0,58.0,69.0,70.0,87.0,77.0,44,48,84,77,58,69,56,61,84,75,58,62,60,84,55,74,85,66,79,65,82,90,38,74,70,86.0,90,86,80,2,2,3,2,4,,65+3,65+3,65+3,63,66,66,66,63,68+3,68+3,68+3,65+3,74+3,74+3,74+3,65+3,74+3,82+3,82+3,82+3,74+3,76+3,84+1,84+1,84+1,76+3,11+3,Leonardo Bonucci,31.0,35.0,Centre-Back,Serie A
21.0,"RW, RM",85,85,29,179,67,Manchester City,RW,2023.0,Algeria,,Left,4,5,3,Medium/Medium,Unique,"#Dribbler, #Acrobat","Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",83.0,79.0,81.0,90.0,38.0,59.0,83,79,48,80,76,90,84,78,75,91,87,79,92,81,88,79,60,76,55,80,48,39,80,84,70,84.0,45,31,22,15,9,13,11,6,,77+3,77+3,77+3,84,83,83,83,84,84+1,84+1,84+1,84+1,77+3,77+3,77+3,84+1,64+3,60+3,60+3,60+3,64+3,59+3,48+3,48+3,48+3,59+3,18+3,Riyad Mahrez,27.0,67.8,Right Winger,Premier League
21.0,ST,84,91,22,174,81,Inter,LS,2023.0,Argentina,SUB,Right,4,4,1,High/Medium,Normal (170-185),"#Dribbler, #Acrobat","Flair, Power Header, Technical Dribbler (AI)",83.0,82.0,71.0,85.0,48.0,82.0,56,86,84,78,83,87,78,43,73,84,84,83,86,84,78,80,88,77,83,74,86,45,85,77,74,83.0,56,31,44,11,8,8,8,13,,84+2,84+2,84+2,81,83,83,83,81,82+2,82+2,82+2,80+2,76+2,76+2,76+2,80+2,64+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,62+2,62+2,18+2,Lautaro Martínez,20.0,25.0,Centre-Forward,Serie A
21.0,LB,84,85,26,178,74,Everton,LB,2023.0,France,SUB,Left,2,3,2,High/Medium,Unique,#Crosser,"Long Throw-in, Dives Into Tackles (AI), Early Crosser",78.0,69.0,80.0,79.0,80.0,76.0,87,60,71,81,68,78,83,83,73,83,78,78,69,83,78,83,92,85,69,76,76,82,72,74,60,80.0,78,83,84,6,12,9,6,13,,74+2,74+2,74+2,77,76,76,76,77,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,82+2,80+2,80+2,80+2,82+2,82+2,79+2,79+2,79+2,82+2,17+2,Lucas Digne,25.0,20.2,Left-Back,Laliga
21.0,"CDM, CM",84,84,31,186,81,Borussia Dortmund,CDM,2022.0,Belgium,LCM,Right,4,4,3,Medium/Medium,Unique,,"Solid Player, Leadership",63.0,73.0,81.0,79.0,82.0,82.0,69,71,84,90,77,79,71,68,85,83,62,64,74,82,70,76,78,83,84,71,77,83,75,81,76,92.0,82,80,81,5,7,7,10,7,,77+3,77+3,77+3,76,78,78,78,76,79+3,79+3,79+3,78+3,82+2,82+2,82+2,78+3,79+3,83+1,83+1,83+1,79+3,79+3,82+2,82+2,82+2,79+3,15+3,Axel Witsel,29.0,20.0,Defensive Midfield,1 Bundesliga
21.0,GK,84,84,32,190,84,Wolverhampton Wanderers,GK,2022.0,Portugal,GK,Left,2,1,3,Medium/Medium,Normal (185+),,"Solid Player, Cautious With Crosses",,,,,,,12,12,11,34,16,20,10,16,32,25,53,57,61,79,54,58,79,45,77,11,37,23,13,64,32,66.0,14,13,11,84,80,77,82,83,55.0,32+3,32+3,32+3,32,34,34,34,32,36+3,36+3,36+3,34+3,35+3,35+3,35+3,34+3,30+3,33+3,33+3,33+3,30+3,29+3,30+3,30+3,30+3,29+3,82+2,Rui Patrício,30.0,18.0,Goalkeeper,Premier League
21.0,"LM, RW, LW",84,84,29,172,70,Juventus,SUB,2022.0,Brazil,,Left,3,5,3,High/Medium,Unique,"#Speedster, #Dribbler, #Acrobat","Injury Prone, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",93.0,73.0,79.0,91.0,43.0,59.0,82,64,50,83,76,92,84,78,65,91,94,93,92,80,91,86,60,68,56,80,55,48,74,80,77,80.0,45,38,34,13,15,9,12,5,,76+3,76+3,76+3,84,82,82,82,84,83+1,83+1,83+1,83+1,76+3,76+3,76+3,83+1,67+3,62+3,62+3,62+3,67+3,63+3,52+3,52+3,52+3,63+3,19+3,Douglas Costa,27.0,40.0,Left Winger,1 Bundesliga
21.0,ST,84,84,29,188,81,Wolverhampton Wanderers,ST,2023.0,Mexico,ST,Right,4,3,3,High/High,Normal (185+),#Engine,"Flair, Power Header, Outside Foot Shot, Technical Dribbler (AI)",78.0,82.0,76.0,82.0,49.0,83.0,73,84,85,81,82,84,75,51,75,83,73,82,75,83,68,83,75,86,84,74,81,53,84,78,92,81.0,53,38,30,7,11,13,14,10,,83+1,83+1,83+1,81,82,82,82,81,81+3,81+3,81+3,81+3,77+3,77+3,77+3,81+3,66+3,67+3,67+3,67+3,66+3,63+3,62+3,62+3,62+3,63+3,19+3,Raúl Jiménez,27.0,3.0,Centre-Forward,Premier League
21.0,RB,83,86,26,182,74,Manchester City,SUB,2025.0,Portugal,SUB,Right,3,4,2,High/Medium,Unique,,Technical Dribbler (AI),86.0,65.0,79.0,83.0,77.0,70.0,83,58,68,81,62,85,82,69,75,84,87,85,78,81,78,80,72,89,60,68,73,76,78,78,46,82.0,78,80,80,6,9,15,14,14,,74+2,74+2,74+2,80,79,79,79,80,79+2,79+2,79+2,81+2,80+2,80+2,80+2,81+2,82+2,79+2,79+2,79+2,82+2,81+2,76+2,76+2,76+2,81+2,19+2,João Cancelo,24.0,40.4,Right-Back,Laliga
21.0,"LB, LM",83,84,27,170,67,Paris Saint Germain,RES,2021.0,Spain,,Left,3,4,2,High/Medium,Normal (170-),,Speed Dribbler (AI),81.0,64.0,79.0,83.0,76.0,67.0,85,65,57,82,61,83,78,51,73,83,82,81,85,83,88,64,74,79,57,62,75,79,78,77,53,78.0,75,81,78,8,9,12,11,16,,72+2,72+2,72+2,80,77,77,77,80,79+2,79+2,79+2,80+2,79+2,79+2,79+2,80+2,81+2,78+2,78+2,78+2,81+2,80+2,74+2,74+2,74+2,80+2,19+2,Juan Bernat,25.0,5.0,Left-Back,1 Bundesliga
21.0,CM,83,83,33,170,61,Wolverhampton Wanderers,LCM,2022.0,Portugal,SUB,Right,4,3,3,High/High,Normal (170-),#Playmaker ,"Long Passer (AI), Playmaker (AI), Outside Foot Shot",56.0,75.0,86.0,83.0,72.0,66.0,85,73,70,87,76,82,84,81,86,86,60,53,75,79,85,77,71,77,58,79,71,72,74,87,70,89.0,71,74,68,13,15,15,13,13,,74+3,74+3,74+3,78,78,78,78,78,81+2,81+2,81+2,79+3,82+1,82+1,82+1,79+3,76+3,78+3,78+3,78+3,76+3,74+3,71+3,71+3,71+3,74+3,21+3,João Moutinho,31.0,5.6,Central Midfield,Ligue 1
21.0,ST,83,83,32,186,89,Inter Miami,ST,2021.0,Argentina,,Right,4,3,4,High/Medium,Unique,#Clinical Finisher,Outside Foot Shot,65.0,85.0,71.0,80.0,31.0,69.0,68,87,77,75,85,80,74,62,60,83,62,67,71,84,69,86,78,57,82,80,50,20,90,75,70,85.0,35,22,18,5,12,7,5,10,,82+1,82+1,82+1,78,81,81,81,78,78+3,78+3,78+3,76+3,70+3,70+3,70+3,76+3,53+3,52+3,52+3,52+3,53+3,49+3,47+3,47+3,47+3,49+3,16+3,Gonzalo Higuaín,31.0,7.8,Centre-Forward,Premier League
21.0,"CAM, CM, CF",83,83,32,176,65,Inter,RES,2022.0,Belgium,,Right,3,3,3,High/High,Unique,"#Engine, #Distance Shooter, #Tackling, #Tactician ","Long Shot Taker (AI), Outside Foot Shot",71.0,80.0,80.0,83.0,83.0,81.0,73,75,59,85,75,83,73,68,82,84,71,71,75,85,83,86,74,89,75,89,88,86,84,80,63,84.0,83,86,90,11,11,14,8,11,,78+3,78+3,78+3,80,81,81,81,80,82+1,82+1,82+1,81+2,84-1,84-1,84-1,81+2,83,85-2,85-2,85-2,83,82+1,81+2,81+2,81+2,82+1,19+3,Radja Nainggolan,30.0,38.0,Attacking Midfield,Serie A
21.0,"CM, CDM, CAM",83,83,33,180,75,Inter,SUB,2022.0,Chile,LCM,Right,4,3,4,High/High,Unique,#Engine,"Dives Into Tackles (AI), Power Header",65.0,79.0,79.0,78.0,83.0,86.0,76,75,81,81,78,76,76,68,80,82,66,65,73,85,77,84,82,86,83,81,93,84,82,81,81,80.0,80,86,83,4,2,4,2,4,,79+3,79+3,79+3,77,79,79,79,77,79+3,79+3,79+3,78+3,82+1,82+1,82+1,78+3,80+3,83,83,83,80+3,81+2,83,83,83,81+2,12+3,Arturo Vidal,31.0,18.0,Central Midfield,Laliga
21.0,LB,83,83,30,181,80,Athletic Club,SUB,2022.0,Spain,,Left,3,3,2,High/Medium,Normal (170-185),,"Solid Player, Dives Into Tackles (AI), Speed Dribbler (AI)",83.0,68.0,76.0,76.0,80.0,83.0,82,61,75,82,59,72,80,55,72,80,82,84,77,80,80,80,85,86,80,76,85,82,62,66,59,78.0,80,80,77,12,13,9,8,11,,73+2,73+2,73+2,75,74,74,74,75,74+2,74+2,74+2,76+2,76+2,76+2,76+2,76+2,81+2,80+2,80+2,80+2,81+2,81+2,80+2,80+2,80+2,81+2,18+2,Yuri Berchiche,28.0,24.0,Left-Back,Laliga
21.0,CB,83,83,32,192,88,Lazio,CB,2023.0,Italy,SUB,Left,3,3,2,Medium/High,Normal (185+),"#Tackling, #Tactician, #Strength, #Complete Defender","Long Passer (AI), Power Header",62.0,50.0,62.0,63.0,86.0,83.0,25,37,82,75,39,65,62,56,79,72,66,59,32,85,35,75,67,83,86,60,77,86,20,65,72,85.0,87,87,85,11,9,9,13,11,,60+2,60+2,60+2,56,60,60,60,56,62+2,62+2,62+2,60+2,71+2,71+2,71+2,60+2,73+2,81+2,81+2,81+2,73+2,75+2,83,83,83,75+2,19+2,Francesco Acerbi,30.0,10.5,Centre-Back,Serie A
21.0,"ST, RM, CF",83,83,28,180,77,Villarreal,RS,2023.0,Spain,ST,Left,4,3,1,High/Medium,Normal (170-185),#Clinical Finisher,"Finesse Shot, Outside Foot Shot",76.0,84.0,76.0,80.0,46.0,73.0,78,88,81,79,80,81,75,62,73,82,75,77,74,86,68,81,76,76,75,80,61,42,85,76,75,77.0,44,41,41,15,12,7,12,10,,82+1,82+1,82+1,81,82,82,82,81,80+2,80+2,80+2,80+2,76+2,76+2,76+2,80+2,65+2,63+2,63+2,63+2,65+2,62+2,58+2,58+2,58+2,62+2,20+2,Gerard Moreno,26.0,20.0,Centre-Forward,Laliga
21.0,ST,83,83,29,189,88,Atalanta,ST,2023.0,Colombia,SUB,Right,4,3,2,High/Medium,Normal (185+),#Strength,"Power Header, Outside Foot Shot",75.0,81.0,59.0,78.0,37.0,83.0,44,88,83,75,77,79,48,62,47,81,72,78,67,82,60,86,79,72,93,64,72,20,86,59,70,82.0,52,24,22,9,9,8,6,8,,83,83,83,75,79,79,79,75,75+2,75+2,75+2,73+2,66+2,66+2,66+2,73+2,54+2,55+2,55+2,55+2,54+2,52+2,54+2,54+2,54+2,52+2,16+2,Duván Zapata,27.0,14.0,Centre-Forward,Serie A
21.0,CM,82,88,24,189,70,Napoli,RCM,2023.0,Spain,SUB,Left,4,4,1,Medium/Medium,Lean (185+),,"Finesse Shot, Long Shot Taker (AI), Outside Foot Shot",63.0,78.0,78.0,83.0,74.0,68.0,72,79,67,81,67,85,75,59,81,85,67,60,71,83,66,75,46,75,67,83,68,77,82,84,67,77.0,70,78,75,16,11,7,13,13,,77+2,77+2,77+2,79,80,80,80,79,81+2,81+2,81+2,79+2,82+2,82+2,82+2,79+2,76+2,78+2,78+2,78+2,76+2,75+2,73+2,73+2,73+2,75+2,21+2,Fabián Ruiz,22.0,30.0,Central Midfield,Laliga
21.0,"CM, CAM",82,87,24,177,68,Tottenham Hotspur,CAM,2025.0,Argentina,RCM,Left,3,4,1,High/High,Normal (170-185),,"Finesse Shot, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",77.0,77.0,82.0,85.0,65.0,73.0,78,76,57,83,69,85,82,77,83,86,76,77,83,82,80,82,61,78,70,78,78,70,79,85,65,81.0,60,70,66,10,7,10,15,14,,77+2,77+2,77+2,81,81,81,81,81,82+2,82+2,82+2,81+2,82+2,82+2,82+2,81+2,75+2,76+2,76+2,76+2,75+2,73+2,69+2,69+2,69+2,73+2,19+2,Giovani Lo Celso,22.0,3.0,Central Midfield,Laliga
21.0,GK,82,84,27,188,77,Genoa,GK,2022.0,Italy,,Right,3,1,2,Medium/Medium,Lean (185+),,"Injury Prone, Cautious With Crosses",,,,,,,11,11,12,33,19,19,15,13,31,23,57,56,70,77,30,53,75,30,52,17,25,19,12,44,21,65.0,20,12,19,82,82,71,79,87,56.0,30+2,30+2,30+2,31,32,32,32,31,33+2,33+2,33+2,31+2,31+2,31+2,31+2,31+2,29+2,29+2,29+2,29+2,29+2,29+2,27+2,27+2,27+2,29+2,81+2,Mattia Perin,25.0,14.2,Goalkeeper,Serie A
21.0,GK,82,84,27,192,85,Getafe,GK,2022.0,Spain,,Right,3,1,1,Medium/Medium,Lean (185+),,Comes For Crosses,,,,,,,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,54,61,43,75,18,24,18,12,45,23,58.0,22,13,13,83,81,72,81,84,41.0,32+2,32+2,32+2,28,30,30,30,28,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2,81+2,David Soria,25.0,3.0,Goalkeeper,Laliga
21.0,ST,82,83,27,190,84,Atlético Madrid,RS,2023.0,Spain,,Right,4,3,3,High/High,Normal (185+),,Speed Dribbler (AI),80.0,80.0,71.0,81.0,31.0,77.0,73,83,86,78,80,83,76,44,51,83,75,84,72,80,63,80,84,77,80,72,69,24,85,76,75,79.0,37,14,20,4,5,4,4,5,,82+1,82+1,82+1,80,81,81,81,80,79+3,79+3,79+3,79+3,70+3,70+3,70+3,79+3,57+3,54+3,54+3,54+3,57+3,54+3,50+3,50+3,50+3,54+3,13+3,Álvaro Morata,26.0,18.0,Centre-Forward,Laliga
21.0,"CB, CDM, LB",82,82,30,180,72,Ajax,LCB,2022.0,Netherlands,LB,Left,3,3,3,High/Medium,Normal (170-185),#Tactician ,"Outside Foot Shot, Team Player",54.0,65.0,81.0,78.0,83.0,73.0,80,62,76,84,66,75,84,62,83,84,59,49,74,86,72,74,73,77,72,66,70,87,66,78,54,84.0,83,84,80,12,9,10,14,10,,71+3,71+3,71+3,73,73,73,73,73,76+3,76+3,76+3,75+3,80+2,80+2,80+2,75+3,79+3,82,82,82,79+3,79+3,80+2,80+2,80+2,79+3,19+3,Daley Blind,28.0,16.0,Centre-Back,Premier League
21.0,"CAM, LW, ST",82,82,28,174,72,Ajax,CAM,2024.0,Netherlands,LM,Right,4,5,3,High/Medium,Normal (170-185),,"Flair, Speed Dribbler (AI), Outside Foot Shot",89.0,80.0,79.0,82.0,46.0,71.0,81,81,66,79,69,83,75,76,73,81,87,90,85,83,78,82,79,82,64,79,72,38,82,82,74,81.0,46,48,40,10,13,6,7,13,,79+3,79+3,79+3,82,82,82,82,82,82,82,82,82,76+3,76+3,76+3,82,67+3,64+3,64+3,64+3,67+3,64+3,57+3,57+3,57+3,64+3,18+3,Quincy Promes,26.0,21.0,Left Winger,Laliga
